,YEAR,STATE,CONSTITUENCY,PARTY,% of VOTES SECURED
45628,2004,ASSAM,KARIMGANJ (SC),AGP,10.881978950163669
45629,2004,ASSAM,KARIMGANJ (SC),IND,0.4009784445999152
45630,2004,ASSAM,KARIMGANJ (SC),IND,0.3718702284228964
45631,2004,ASSAM,KARIMGANJ (SC),IND,0.2923077708723783
45632,2004,ASSAM,KARIMGANJ (SC),IND,0.2436919431521645
45633,2004,ASSAM,KARIMGANJ (SC),IND,0.20018282002441007
45634,2004,ASSAM,SILCHAR,INC,28.00306627405621
45635,2004,ASSAM,SILCHAR,BJP,25.57825311091473
45636,2004,ASSAM,SILCHAR,SP,11.35294793362017
45637,2004,ASSAM,SILCHAR,CPM,2.276958701974312
45638,2004,ASSAM,SILCHAR,IND,0.5675336624801107
45639,2004,ASSAM,SILCHAR,SAP,0.513737385455443
45640,2004,ASSAM,SILCHAR,IND,0.19562282554424654
45641,2004,ASSAM,SILCHAR,IND,0.19027731810204915
45642,2004,ASSAM,SILCHAR,IND,0.1740133273736612
45643,2004,ASSAM,SILCHAR,IND,0.16309484408747071
45644,2004,ASSAM,SILCHAR,IND,0.16138883107400342
45645,2004,ASSAM,AUTONOMOUS DISTRICT (ST),INC,21.740113657549664
45646,2004,ASSAM,AUTONOMOUS DISTRICT (ST),ASDC,17.574799234917588
45647,2004,ASSAM,AUTONOMOUS DISTRICT (ST),CPI(ML)(L),12.843268586738109
45648,2004,ASSAM,AUTONOMOUS DISTRICT (ST),BJP,9.940547296317524
45649,2004,ASSAM,AUTONOMOUS DISTRICT (ST),IND,4.6113823271486885
45650,2004,ASSAM,AUTONOMOUS DISTRICT (ST),IND,1.381533064956049
45651,2004,ASSAM,AUTONOMOUS DISTRICT (ST),AGP,0.6482140021129532
45652,2004,ASSAM,AUTONOMOUS DISTRICT (ST),SAP,0.54860828194806
45653,2004,ASSAM,DHUBRI,INC,32.74851970408865
45654,2004,ASSAM,DHUBRI,AGP,22.606938281074036
45655,2004,ASSAM,DHUBRI,BJP,7.845198745324754
45656,2004,ASSAM,DHUBRI,IND,4.107174380554098
45657,2004,ASSAM,DHUBRI,IND,2.072718639858288
45658,2004,ASSAM,DHUBRI,IND,1.94018987094098
45659,2004,ASSAM,DHUBRI,IND,1.3125913635418922
45660,2004,ASSAM,DHUBRI,IND,1.093275382433329
45661,2004,ASSAM,DHUBRI,IND,0.6576000987878488
45662,2004,ASSAM,DHUBRI,IND,0.4074998760803834
45663,2004,ASSAM,DHUBRI,MUL,0.3072336880478008
45664,2004,ASSAM,KOKRAJHAR (ST),IND,56.68639179715146
45665,2004,ASSAM,KOKRAJHAR (ST),IND,16.89124929205715
45666,2004,ASSAM,KOKRAJHAR (ST),INC,5.049101847597269
45667,2004,ASSAM,KOKRAJHAR (ST),IND,0.8590665593689711
45668,2004,ASSAM,BARPETA,INC,24.817313332385158
45669,2004,ASSAM,BARPETA,AGP,18.48451636952486
45670,2004,ASSAM,BARPETA,BJP,10.323783707909561
45671,2004,ASSAM,BARPETA,IND,6.74720590026112
45672,2004,ASSAM,BARPETA,UMFA,4.933492850097932
45673,2004,ASSAM,BARPETA,CPM,4.518433203284411
45674,2004,ASSAM,BARPETA,LJNSP,0.5189872358700774
45675,2004,ASSAM,BARPETA,SP,0.28082759082276626
45676,2004,ASSAM,BARPETA,IND,0.27311203635792364
45677,2004,ASSAM,GAUHATI,INC,24.508103457845372
45678,2004,ASSAM,GAUHATI,BJP,20.265513126491648
45679,2004,ASSAM,GAUHATI,AGP,12.547593939057558
45680,2004,ASSAM,GAUHATI,TNGP,1.0360354110007215
45681,2004,ASSAM,GAUHATI,IND,1.0052311705611368
45682,2004,ASSAM,GAUHATI,IND,0.7798190597768774
45683,2004,ASSAM,GAUHATI,IND,0.21431148359882327
45684,2004,ASSAM,GAUHATI,IND,0.17941388688460894
45685,2004,ASSAM,GAUHATI,IND,0.17719376144752175
45686,2004,ASSAM,GAUHATI,SP,0.171088416495532
45687,2004,ASSAM,GAUHATI,SAP,0.1595021368707332
45688,2004,ASSAM,GAUHATI,IND,0.13279125270577788
45689,2004,ASSAM,MANGALDOI,BJP,28.58752280262085
45690,2004,ASSAM,MANGALDOI,INC,26.11892987414028
45691,2004,ASSAM,MANGALDOI,AGP,12.075821658914947
45692,2004,ASSAM,MANGALDOI,IND,1.2436365499872295
45693,2004,ASSAM,MANGALDOI,SAP,0.8978880660980512
45694,2004,ASSAM,MANGALDOI,IND,0.6785200344839272
45695,2004,ASSAM,MANGALDOI,IND,0.5671829061552818
45696,2004,ASSAM,TEZPUR,INC,28.800692376407127
45697,2004,ASSAM,TEZPUR,AGP,21.800913960705056
45698,2004,ASSAM,TEZPUR,BJP,16.361665320268802
45699,2004,ASSAM,TEZPUR,CPI(ML)(L),2.4438860122676225
45700,2004,ASSAM,TEZPUR,IND,2.1127019472589623
45701,2004,ASSAM,NOWGONG,BJP,29.81995120270369
45702,2004,ASSAM,NOWGONG,INC,27.08667611055616
45703,2004,ASSAM,NOWGONG,AGP,9.073182022268552
45704,2004,ASSAM,NOWGONG,UMFA,1.0080539902753465
45705,2004,ASSAM,NOWGONG,RPI,0.9222584586040912
45706,2004,ASSAM,NOWGONG,SAP,0.4886690728861757
45707,2004,ASSAM,KALIABOR,INC,26.172297294368445
45708,2004,ASSAM,KALIABOR,AGP,20.34663709824939
45709,2004,ASSAM,KALIABOR,JD(U),10.920490375670905
45710,2004,ASSAM,KALIABOR,IND,2.671040665532132
45711,2004,ASSAM,KALIABOR,IND,1.758153349464188
45712,2004,ASSAM,KALIABOR,LJNSP,1.6442374963480173
45713,2004,ASSAM,KALIABOR,IND,0.8679798488577639
45714,2004,ASSAM,KALIABOR,SAP,0.6581804846712088
45715,2004,ASSAM,KALIABOR,IND,0.4288749812524329
45716,2004,ASSAM,KALIABOR,IND,0.35899965582501003
45717,2004,ASSAM,KALIABOR,SP,0.3277898330534564
45718,2004,ASSAM,JORHAT,INC,20.741474508625434
45719,2004,ASSAM,JORHAT,CPI,15.984061572194564
45720,2004,ASSAM,JORHAT,BJP,13.8960384881867
45721,2004,ASSAM,JORHAT,AGP,8.658636236735369
45722,2004,ASSAM,JORHAT,RCPI(R),1.548116262223496
45723,2004,ASSAM,JORHAT,SAP,1.0216584164155418
45724,2004,ASSAM,DIBRUGARH,AGP,22.77996298606565
45725,2004,ASSAM,DIBRUGARH,BJP,20.86699212809502
45726,2004,ASSAM,DIBRUGARH,INC,17.58821740273532
45727,2004,ASSAM,DIBRUGARH,IND,1.6387171939519853
45728,2004,ASSAM,DIBRUGARH,CPI(ML)(L),1.0148416597501817
45729,2004,ASSAM,DIBRUGARH,IND,0.6444961104438063
45730,2004,ASSAM,DIBRUGARH,SAP,0.5494352539681722
45731,2004,ASSAM,LAKHIMPUR,AGP,26.7048157694793
45732,2004,ASSAM,LAKHIMPUR,INC,24.206395699749347
45733,2004,ASSAM,LAKHIMPUR,BJP,15.011379048349413
45734,2004,ASSAM,LAKHIMPUR,IND,1.7494621136271649
45735,2004,ASSAM,LAKHIMPUR,RSP,1.0435528193766908
45736,2004,ASSAM,LAKHIMPUR,SAP,0.7001398859609881
45737,2004,ASSAM,LAKHIMPUR,IND,0.4353684255373538
45738,2004,ASSAM,LAKHIMPUR,IND,0.3955151282761363
45739,2004,ASSAM,LAKHIMPUR,LJNSP,0.26166485596006506
45740,2004,ASSAM,LAKHIMPUR,IND,0.25616172805317083
45741,2004,ASSAM,LAKHIMPUR,IND,0.24542175262197416
45742,2004,BIHAR,BAGAHA (SC),JD(U),20.511430479843145
45743,2004,BIHAR,BAGAHA (SC),LJNSP,14.8769903686626
45744,2004,BIHAR,BAGAHA (SC),BSP,7.623882269289608
45745,2004,BIHAR,BAGAHA (SC),CPI(ML)(L),2.0114197065350887
45746,2004,BIHAR,BAGAHA (SC),SAP,1.1108573398547756
45747,2004,BIHAR,BAGAHA (SC),IND,0.8391976040162893
45748,2004,BIHAR,BAGAHA (SC),ABDBM,0.6632910301437159
45749,2004,BIHAR,BAGAHA (SC),IND,0.6226110189394756
45750,2004,BIHAR,BAGAHA (SC),JP,0.39757816034991705
45751,2004,BIHAR,BAGAHA (SC),AD,0.3028592359569929
45752,2004,BIHAR,BAGAHA (SC),SP,0.2370127771433496
45753,2004,BIHAR,BETTIAH,RJD,16.554226651843308
45754,2004,BIHAR,BETTIAH,BJP,14.624034649727776
45755,2004,BIHAR,BETTIAH,CPI,3.7429498428604178
45756,2004,BIHAR,BETTIAH,IND,2.562975144797651
45757,2004,BIHAR,BETTIAH,BSP,2.5262036219167663
45758,2004,BIHAR,BETTIAH,IND,2.0324481306374853
45759,2004,BIHAR,BETTIAH,SJP(R),0.6208128384251461
45760,2004,BIHAR,BETTIAH,CPI(ML)(L),0.4820198988704883
45761,2004,BIHAR,BETTIAH,IND,0.44704783349228544
45762,2004,BIHAR,BETTIAH,SP,0.3247629605926631
45763,2004,BIHAR,BETTIAH,IND,0.2767252689993373
45764,2004,BIHAR,BETTIAH,IND,0.16109056513136433
45765,2004,BIHAR,BETTIAH,IND,0.1203289408314902
45766,2004,BIHAR,BETTIAH,IND,0.11250521255896158
45767,2004,BIHAR,MOTIHARI,RJD,28.53330888684441
45768,2004,BIHAR,MOTIHARI,BJP,20.591692340936845
45769,2004,BIHAR,MOTIHARI,BSP,4.510459059224893
45770,2004,BIHAR,MOTIHARI,SHS,0.5070736570528667
45771,2004,BIHAR,MOTIHARI,IND,0.46418316531829
45772,2004,BIHAR,MOTIHARI,IND,0.2656918629206788
45773,2004,BIHAR,MOTIHARI,IND,0.1777827252814893
45774,2004,BIHAR,MOTIHARI,IND,0.1729534523571763
45775,2004,BIHAR,MOTIHARI,IND,0.13374630437843166
45776,2004,BIHAR,MOTIHARI,IND,0.12228701269362112
45777,2004,BIHAR,MOTIHARI,IND,0.10575289183410874
45778,2004,BIHAR,GOPALGANJ,RJD,27.29223556626256
45779,2004,BIHAR,GOPALGANJ,JD(U),11.62277103716928
45780,2004,BIHAR,GOPALGANJ,IND,11.0807697993304
45781,2004,BIHAR,GOPALGANJ,BSP,3.5271098086548007
45782,2004,BIHAR,GOPALGANJ,CPI(ML)(L),0.895321391382887
45783,2004,BIHAR,GOPALGANJ,IND,0.6142897290237479
45784,2004,BIHAR,GOPALGANJ,SP,0.3812608737323117
45785,2004,BIHAR,GOPALGANJ,BED,0.35023367863948185
45786,2004,BIHAR,GOPALGANJ,SAP,0.3487716642110239
45787,2004,BIHAR,GOPALGANJ,IND,0.2959766987389313
45788,2004,BIHAR,SIWAN,RJD,30.111784348294506
45789,2004,BIHAR,SIWAN,JD(U),20.28875963662263
45790,2004,BIHAR,SIWAN,CPI(ML)(L),6.849600878569782
45791,2004,BIHAR,SIWAN,GGP,0.8534379827795011
45792,2004,BIHAR,SIWAN,BSP,0.7627738299250503
45793,2004,BIHAR,SIWAN,IND,0.7152605029584396
45794,2004,BIHAR,SIWAN,IND,0.5770830231373779
45795,2004,BIHAR,SIWAN,IND,0.3045215426941858
45796,2004,BIHAR,MAHARAJGANJ,JD(U),25.434188747291785
45797,2004,BIHAR,MAHARAJGANJ,RJD,21.26567174891111
45798,2004,BIHAR,MAHARAJGANJ,IND,8.953990660871202
45799,2004,BIHAR,MAHARAJGANJ,BSP,1.1155818115756753
45800,2004,BIHAR,MAHARAJGANJ,SJP(R),0.8626807157307353
45801,2004,BIHAR,MAHARAJGANJ,IND,0.5962329489129021
45802,2004,BIHAR,MAHARAJGANJ,IND,0.41985708710688857
45803,2004,BIHAR,MAHARAJGANJ,IND,0.3843307181978442
45804,2004,BIHAR,MAHARAJGANJ,IND,0.2267048844271597
45805,2004,BIHAR,MAHARAJGANJ,IND,0.17476102685560235
45806,2004,BIHAR,MAHARAJGANJ,IND,0.1744021746443999
45807,2004,BIHAR,CHAPRA,RJD,19.647923414286172
45808,2004,BIHAR,CHAPRA,BJP,14.46103027082616
45809,2004,BIHAR,CHAPRA,BSP,1.0577577629994241
45810,2004,BIHAR,CHAPRA,IND,0.9230700556348648
45811,2004,BIHAR,CHAPRA,SP,0.7648613592213007
45812,2004,BIHAR,CHAPRA,IND,0.4957434735693616
45813,2004,BIHAR,CHAPRA,IND,0.4518776874232242
45814,2004,BIHAR,CHAPRA,IND,0.27358172298970657
45815,2004,BIHAR,CHAPRA,AD,0.21881387257632945
45816,2004,BIHAR,HAJIPUR (SC),LJNSP,39.50046077459767
45817,2004,BIHAR,HAJIPUR (SC),JD(U),19.828528979165046
45818,2004,BIHAR,HAJIPUR (SC),BSP,1.3356672628334412
45819,2004,BIHAR,HAJIPUR (SC),SJP(R),1.2244030197694638
45820,2004,BIHAR,HAJIPUR (SC),IND,0.6884319931438063
45821,2004,BIHAR,HAJIPUR (SC),JP,0.6671718366624367
45822,2004,BIHAR,HAJIPUR (SC),AD,0.3931888083889103
45823,2004,BIHAR,HAJIPUR (SC),JD(S),0.3574518916575808
45824,2004,BIHAR,VAISHALI,RJD,30.19204991042682
45825,2004,BIHAR,VAISHALI,IND,21.344558168280656
45826,2004,BIHAR,VAISHALI,JD(U),6.1207922528594505
45827,2004,BIHAR,VAISHALI,BSP,1.208841227883359
45828,2004,BIHAR,VAISHALI,IND,0.662298669138803
45829,2004,BIHAR,VAISHALI,IND,0.6482676254546518
45830,2004,BIHAR,VAISHALI,IND,0.3409209542780068
45831,2004,BIHAR,VAISHALI,IND,0.33173396138957445
45832,2004,BIHAR,VAISHALI,SP,0.32780860988269883
45833,2004,BIHAR,VAISHALI,IND,0.27051518150574816
45834,2004,BIHAR,VAISHALI,AD,0.2365233078185485
45835,2004,BIHAR,VAISHALI,IND,0.2351870179438675
45836,2004,BIHAR,VAISHALI,IND,0.1955159122892733
45837,2004,BIHAR,VAISHALI,IND,0.1851596657604951
45838,2004,BIHAR,VAISHALI,IND,0.1313739983045822
45839,2004,BIHAR,VAISHALI,JD(S),0.10339542905344742
45840,2004,BIHAR,MUZAFFARPUR,JD(U),29.912999203940693
45841,2004,BIHAR,MUZAFFARPUR,RJD,29.129628357491242
45842,2004,BIHAR,MUZAFFARPUR,SP,1.2037871410156422
45843,2004,BIHAR,MUZAFFARPUR,IND,0.6210070756337158
45844,2004,BIHAR,MUZAFFARPUR,CPI(ML)(L),0.5679095159393701
45845,2004,BIHAR,MUZAFFARPUR,BSP,0.4706852171383082
45846,2004,BIHAR,MUZAFFARPUR,IND,0.2700944360707806
45847,2004,BIHAR,MUZAFFARPUR,IND,0.21877487685326244
45848,2004,BIHAR,MUZAFFARPUR,IND,0.21319842081230372
45849,2004,BIHAR,MUZAFFARPUR,ABHM,0.20883423782372745
45850,2004,BIHAR,MUZAFFARPUR,RLSM,0.20010587184657475
45851,2004,BIHAR,MUZAFFARPUR,IND,0.13827994617507647
45852,2004,BIHAR,MUZAFFARPUR,IND,0.10999357495282236
45853,2004,BIHAR,MUZAFFARPUR,IND,0.10393220969091076
45854,2004,BIHAR,SITAMARHI,RJD,25.78110426421907
45855,2004,BIHAR,SITAMARHI,JD(U),18.034481777395566
45856,2004,BIHAR,SITAMARHI,SP,6.899596247664276
45857,2004,BIHAR,SITAMARHI,SAP,0.9019612182760376
45858,2004,BIHAR,SITAMARHI,BSP,0.8429950392528209
45859,2004,BIHAR,SITAMARHI,IND,0.5790700100859041
45860,2004,BIHAR,SITAMARHI,IND,0.4940986395095531
45861,2004,BIHAR,SITAMARHI,IND,0.2618699076460006
45862,2004,BIHAR,SITAMARHI,IND,0.23942165718675995
45863,2004,BIHAR,SITAMARHI,IND,0.18590945450751384
45864,2004,BIHAR,SITAMARHI,IND,0.13793027130765806
45865,2004,BIHAR,SITAMARHI,IND,0.1303421303073513
45866,2004,BIHAR,SITAMARHI,IND,0.11824853058811255
45867,2004,BIHAR,SHEOHAR,RJD,24.97002704153725
45868,2004,BIHAR,SHEOHAR,BJP,18.886257563231414
45869,2004,BIHAR,SHEOHAR,BPSP,7.115942649543654
45870,2004,BIHAR,SHEOHAR,BSP,2.2628760206451104
45871,2004,BIHAR,SHEOHAR,IND,0.4399602117210737
45872,2004,BIHAR,SHEOHAR,IND,0.4205271946957745
45873,2004,BIHAR,SHEOHAR,SP,0.3138926309340694
45874,2004,BIHAR,SHEOHAR,IND,0.2369839957576736
45875,2004,BIHAR,SHEOHAR,IND,0.2269381140751037
45876,2004,BIHAR,MADHUBANI,INC,26.09521219624485
45877,2004,BIHAR,MADHUBANI,BJP,19.171173148287302
45878,2004,BIHAR,MADHUBANI,CPI,7.328688098992312
45879,2004,BIHAR,MADHUBANI,KSVP,0.5524664190586602
45880,2004,BIHAR,MADHUBANI,SP,0.4910017469325312
45881,2004,BIHAR,MADHUBANI,IND,0.4713616770552299
45882,2004,BIHAR,MADHUBANI,BSP,0.4243686353650071
45883,2004,BIHAR,MADHUBANI,RLD,0.2939649325359624
45884,2004,BIHAR,MADHUBANI,IND,0.23544229516878135
45885,2004,BIHAR,MADHUBANI,IND,0.21047475694419596
45886,2004,BIHAR,JHANJHARPUR,RJD,27.787873866767715
45887,2004,BIHAR,JHANJHARPUR,JD(U),26.68503725242027
45888,2004,BIHAR,JHANJHARPUR,SP,3.6826236427204617
45889,2004,BIHAR,JHANJHARPUR,IND,0.7040625802853885
45890,2004,BIHAR,JHANJHARPUR,BSP,0.6733017304266907
45891,2004,BIHAR,JHANJHARPUR,IND,0.6102333958001989
45892,2004,BIHAR,JHANJHARPUR,IND,0.3683568808498243
45893,2004,BIHAR,DARBHANGA,RJD,35.566540480483276
45894,2004,BIHAR,DARBHANGA,BJP,23.63570891575243
45895,2004,BIHAR,DARBHANGA,IND,1.126527706627103
45896,2004,BIHAR,DARBHANGA,CPI(ML)(L),1.11796190463518
45897,2004,BIHAR,DARBHANGA,BSP,0.6306259854830447
45898,2004,BIHAR,DARBHANGA,IND,0.6265509923024211
45899,2004,BIHAR,DARBHANGA,SP,0.3010505166093396
45900,2004,BIHAR,DARBHANGA,IND,0.2582215066497236
45901,2004,BIHAR,DARBHANGA,IND,0.16175228033291866
45902,2004,BIHAR,ROSERA (SC),LJNSP,31.647230987699608
45903,2004,BIHAR,ROSERA (SC),JD(U),20.536423134010253
45904,2004,BIHAR,ROSERA (SC),CPI(ML)(L),1.5114795867172175
45905,2004,BIHAR,ROSERA (SC),IND,1.3502090736939616
45906,2004,BIHAR,ROSERA (SC),SP,0.5285241701070775
45907,2004,BIHAR,ROSERA (SC),BSP,0.41164519202750505
45908,2004,BIHAR,ROSERA (SC),AD,0.3981591560952467
45909,2004,BIHAR,ROSERA (SC),IND,0.3980788820718405
45910,2004,BIHAR,ROSERA (SC),IND,0.2734133237218569
45911,2004,BIHAR,ROSERA (SC),SHS,0.2442738532253701
45912,2004,BIHAR,SAMASTIPUR,RJD,30.510471176801676
45913,2004,BIHAR,SAMASTIPUR,JD(U),21.667981361326213
45914,2004,BIHAR,SAMASTIPUR,IND,4.198025795913357
45915,2004,BIHAR,SAMASTIPUR,CPI,1.230791334592929
45916,2004,BIHAR,SAMASTIPUR,IND,0.7911881282723517
45917,2004,BIHAR,SAMASTIPUR,CPI(ML)(L),0.4975613634604159
45918,2004,BIHAR,SAMASTIPUR,IND,0.3299639487708477
45919,2004,BIHAR,SAMASTIPUR,IND,0.2952309015318111
45920,2004,BIHAR,SAMASTIPUR,BSP,0.2708898704345746
45921,2004,BIHAR,SAMASTIPUR,IND,0.13258538715142282
45922,2004,BIHAR,SAMASTIPUR,SP,0.13209717162798254
45923,2004,BIHAR,SAMASTIPUR,IND,0.12833093759001474
45924,2004,BIHAR,SAMASTIPUR,IND,0.12665705579536238
45925,2004,BIHAR,BARH,RJD,34.34490538286569
45926,2004,BIHAR,BARH,JD(U),31.312522579134587
45927,2004,BIHAR,BARH,BSP,1.3066731249361347
45928,2004,BIHAR,BARH,CPI(ML)(L),1.0411545712237429
45929,2004,BIHAR,BARH,IND,0.6423135194806135
45930,2004,BIHAR,BARH,IND,0.3870134070777591
45931,2004,BIHAR,BARH,SP,0.3671397456332256
45932,2004,BIHAR,BARH,RLD,0.12406957873469948
45933,2004,BIHAR,BALIA,LJNSP,19.79261964950825
45934,2004,BIHAR,BALIA,CPI,13.34143536247976
45935,2004,BIHAR,BALIA,JD(U),10.046234037493324
45936,2004,BIHAR,BALIA,SP,3.9713201709212194
45937,2004,BIHAR,BALIA,BSP,1.5005115957471118
45938,2004,BIHAR,BALIA,IND,1.4905251113535325
45939,2004,BIHAR,BALIA,IND,0.9141018469071942
45940,2004,BIHAR,BALIA,IND,0.8993760139878487
45941,2004,BIHAR,BALIA,AD,0.7704826603317375
45942,2004,BIHAR,BALIA,SAP,0.4263721048716271
45943,2004,BIHAR,BALIA,KVSP,0.3629833183395016
45944,2004,BIHAR,SAHARSA,LJNSP,27.214044635798412
45945,2004,BIHAR,SAHARSA,JD(U),24.823129600377737
45946,2004,BIHAR,SAHARSA,IND,1.197127205346728
45947,2004,BIHAR,SAHARSA,SP,0.9917167961257032
45948,2004,BIHAR,SAHARSA,IND,0.6961432545396089
45949,2004,BIHAR,SAHARSA,BSP,0.6950560160787036
45950,2004,BIHAR,SAHARSA,AD,0.56699485736208
45951,2004,BIHAR,SAHARSA,IND,0.565596979340916
45952,2004,BIHAR,SAHARSA,JHP,0.3277247360728636
45953,2004,BIHAR,SAHARSA,SHS,0.2572095558941527
45954,2004,BIHAR,MADHEPURA,RJD,28.994012581158575
45955,2004,BIHAR,MADHEPURA,JD(U),23.100320844807115
45956,2004,BIHAR,MADHEPURA,BSP,1.7812360525141262
45957,2004,BIHAR,MADHEPURA,IND,0.9829977515600132
45958,2004,BIHAR,MADHEPURA,SAP,0.8155858154594986
45959,2004,BIHAR,MADHEPURA,SP,0.7152060227875603
45960,2004,BIHAR,MADHEPURA,IND,0.5452677496231547
45961,2004,BIHAR,MADHEPURA,IND,0.3968033415018232
45962,2004,BIHAR,MADHEPURA,IND,0.386866415717185
45963,2004,BIHAR,MADHEPURA,JHP,0.3024867577832234
45964,2004,BIHAR,MADHEPURA,IND,0.296760393771737
45965,2004,BIHAR,MADHEPURA,IND,0.2660232928277291
45966,2004,BIHAR,ARARIA (SC),BJP,18.285565275510944
45967,2004,BIHAR,ARARIA (SC),SP,15.944224371752007
45968,2004,BIHAR,ARARIA (SC),LJNSP,14.64198851946307
45969,2004,BIHAR,ARARIA (SC),BSP,1.4613126834447012
45970,2004,BIHAR,ARARIA (SC),IND,1.00813359415745
45971,2004,BIHAR,ARARIA (SC),IND,0.6779120343099609
45972,2004,BIHAR,ARARIA (SC),IJP,0.6671100001519036
45973,2004,BIHAR,ARARIA (SC),IND,0.5282869830424942
45974,2004,BIHAR,ARARIA (SC),IND,0.5142780949937635
45975,2004,BIHAR,ARARIA (SC),SHS,0.4056670171701709
45976,2004,BIHAR,ARARIA (SC),IND,0.3933459469586367
45977,2004,BIHAR,ARARIA (SC),AD,0.2841441328920252
45978,2004,BIHAR,ARARIA (SC),SAP,0.247940440284161
45979,2004,BIHAR,KISHANGANJ,RJD,32.877504153382624
45980,2004,BIHAR,KISHANGANJ,BJP,20.323729190066928
45981,2004,BIHAR,KISHANGANJ,SP,6.050641545089621
45982,2004,BIHAR,KISHANGANJ,BSP,1.1915749689474031
45983,2004,BIHAR,KISHANGANJ,IND,0.9590324730382112
45984,2004,BIHAR,KISHANGANJ,IND,0.8978658965831193
45985,2004,BIHAR,KISHANGANJ,IND,0.5336040723486402
45986,2004,BIHAR,KISHANGANJ,IND,0.2842446788207209
45987,2004,BIHAR,KISHANGANJ,IND,0.2563990250892469
45988,2004,BIHAR,KISHANGANJ,IND,0.2413811444250811
45989,2004,BIHAR,PURNEA,BJP,20.723006788521488
45990,2004,BIHAR,PURNEA,LJNSP,19.630755978638238
45991,2004,BIHAR,PURNEA,IND,4.834373471268539
45992,2004,BIHAR,PURNEA,SP,4.010289184063296
45993,2004,BIHAR,PURNEA,JDP,2.1711907933167782
45994,2004,BIHAR,PURNEA,IND,1.8329092803590703
45995,2004,BIHAR,PURNEA,IND,1.5581297356232475
45996,2004,BIHAR,PURNEA,IND,1.4047584932822716
45997,2004,BIHAR,PURNEA,SAP,1.2005178504965277
45998,2004,BIHAR,PURNEA,BSP,0.6762238965791175
45999,2004,BIHAR,PURNEA,CPI(ML)(L),0.6439218272966898
46000,2004,BIHAR,PURNEA,IND,0.5714329316628953
46001,2004,BIHAR,PURNEA,IND,0.3438771470066325
46002,2004,BIHAR,PURNEA,AD,0.2799512671143739
46003,2004,BIHAR,PURNEA,RLD,0.2306079486829488
46004,2004,BIHAR,KATIHAR,BJP,24.949181463193913
46005,2004,BIHAR,KATIHAR,NCP,24.727686906001683
46006,2004,BIHAR,KATIHAR,SP,3.245478143279777
46007,2004,BIHAR,KATIHAR,JDP,2.0380953367839854
46008,2004,BIHAR,KATIHAR,CPI(ML)(L),1.6898350837016276
46009,2004,BIHAR,KATIHAR,BSP,1.266188963785424
46010,2004,BIHAR,KATIHAR,IND,1.1899395704128175
46011,2004,BIHAR,KATIHAR,IND,0.4546467226577274
46012,2004,BIHAR,KATIHAR,IND,0.310351438030745
46013,2004,BIHAR,KATIHAR,SHS,0.305688394721435
46014,2004,BIHAR,KATIHAR,IND,0.1724462497905948
46015,2004,BIHAR,KATIHAR,IND,0.16450180563399253
46016,2004,BIHAR,KATIHAR,IND,0.15983876232468253
46017,2004,BIHAR,KATIHAR,IND,0.15716183005452308
46018,2004,BIHAR,BANKA,RJD,28.005609691384567
46019,2004,BIHAR,BANKA,JD(U),27.62089099169917
46020,2004,BIHAR,BANKA,BSP,1.1952729615841609
46021,2004,BIHAR,BANKA,IND,0.7357364038318609
46022,2004,BIHAR,BANKA,IND,0.2840277056790709
46023,2004,BIHAR,BANKA,IND,0.25897855496063826
46024,2004,BIHAR,BANKA,SP,0.25386984659043155
46025,2004,BIHAR,BANKA,IND,0.16611542055381695
46026,2004,BIHAR,BANKA,IND,0.10975483143734334
46027,2004,BIHAR,BANKA,IND,0.0985486324317287
46028,2004,BIHAR,BANKA,IND,0.09451110484882344
46029,2004,BIHAR,BHAGALPUR,BJP,24.86612388574656
46030,2004,BIHAR,BHAGALPUR,CPM,16.37550007672706
46031,2004,BIHAR,BHAGALPUR,BSP,9.370355401188872
46032,2004,BIHAR,BHAGALPUR,SP,0.9537930184858184
46033,2004,BIHAR,BHAGALPUR,IND,0.8790831944681591
46034,2004,BIHAR,BHAGALPUR,PTSS,0.6285855492324772
46035,2004,BIHAR,BHAGALPUR,IND,0.5043813673554811
46036,2004,BIHAR,BHAGALPUR,IND,0.4610107655631658
46037,2004,BIHAR,BHAGALPUR,ABHM,0.2765055974732662
46038,2004,BIHAR,BHAGALPUR,IND,0.24278891701013736
46039,2004,BIHAR,KHAGARIA,RJD,26.93799599154867
46040,2004,BIHAR,KHAGARIA,JD(U),21.330257792377594
46041,2004,BIHAR,KHAGARIA,BSP,3.2049230933748603
46042,2004,BIHAR,KHAGARIA,KVSP,1.7518385992643095
46043,2004,BIHAR,KHAGARIA,SP,1.3482365069830429
46044,2004,BIHAR,KHAGARIA,IND,0.9135559675213518
46045,2004,BIHAR,KHAGARIA,IND,0.3934932425263436
46046,2004,BIHAR,KHAGARIA,SAP,0.3816299643015578
46047,2004,BIHAR,KHAGARIA,AD,0.21537698072885644
46048,2004,BIHAR,MONGHYR,RJD,34.60087539178133
46049,2004,BIHAR,MONGHYR,JD(U),25.751769790586863
46050,2004,BIHAR,MONGHYR,BSP,1.138131449220712
46051,2004,BIHAR,MONGHYR,SAP,1.094621393817908
46052,2004,BIHAR,MONGHYR,RLD,0.3486147772361497
46053,2004,BIHAR,MONGHYR,IND,0.34029443330824505
46054,2004,BIHAR,MONGHYR,SPVD,0.2869373653669119
46055,2004,BIHAR,MONGHYR,IND,0.2532743225026373
