%,CANDIDATE,CONSTITUENCY,No.,PARTY,SEX,TERRITORY,VOTES,TOTAL VOTES POLLED,TOTAL VALID VOTES,TOTAL ELECTORS,TOTAL POLL PERCENTAGE
15.34,RAKESH RAM GUJJAR,HOSHIARPUR,3,BSP,M,PUNJAB,88999,585901,580260,1112971,52.64
0.76,GIAN SINGH SANDHU,HOSHIARPUR,4,RPI,M,PUNJAB,4390,585901,580260,1112971,52.64
0.69,AMAR CHAND,HOSHIARPUR,5,BSP(A),M,PUNJAB,4014,585901,580260,1112971,52.64
0.28,DR. DHANI RAM,HOSHIARPUR,6,JD(S),M,PUNJAB,1605,585901,580260,1112971,52.64
0.26,LAWRENCE,HOSHIARPUR,7,IND,M,PUNJAB,1508,585901,580260,1112971,52.64
0.16,V.P. SAINI,HOSHIARPUR,8,IND,M,PUNJAB,942,585901,580260,1112971,52.64
0.1,SADHU SINGH SAINI,HOSHIARPUR,9,IND,M,PUNJAB,586,585901,580260,1112971,52.64
45.91,SHAMSHER SINGH,ROPAR (SC),1,INC,M,PUNJAB,326651,718970,711537,1266744,56.76
35.03,SATWINDER KAUR,ROPAR (SC),2,SAD,F,PUNJAB,249270,718970,711537,1266744,56.76
16.63,BALBIR KAUR,ROPAR (SC),3,SHSAD,F,PUNJAB,118353,718970,711537,1266744,56.76
1.06,SWINDER SINGH,ROPAR (SC),4,IND,M,PUNJAB,7534,718970,711537,1266744,56.76
1.03,SANT SINGH,ROPAR (SC),5,IND,M,PUNJAB,7351,718970,711537,1266744,56.76
0.33,GURJIT SINGH,ROPAR (SC),6,IND,M,PUNJAB,2378,718970,711537,1266744,56.76
46.06,PRENEET KAUR,PATIALA,1,INC,F,PUNJAB,360125,781794,781794,1310354,59.66
35.97,SURJIT SINGH RAKHRA,PATIALA,2,SAD,M,PUNJAB,281217,781794,781794,1310354,59.66
11.42,PREM SINGH CHANDUMAJRA,PATIALA,3,SHSAD,M,PUNJAB,89268,781794,781794,1310354,59.66
1.67,SURJIT KAUR,PATIALA,4,IND,F,PUNJAB,13089,781794,781794,1310354,59.66
1.27,RANJIT SINGH THEKEDAR,PATIALA,5,IND,M,PUNJAB,9920,781794,781794,1310354,59.66
1.03,AMRITBIR SINGH GULATI,PATIALA,6,JD(U),M,PUNJAB,8038,781794,781794,1310354,59.66
0.74,SWARAN SINGH,PATIALA,7,NCP,M,PUNJAB,5760,781794,781794,1310354,59.66
0.58,PRITAM PAL MIDHA,PATIALA,8,IND,M,PUNJAB,4537,781794,781794,1310354,59.66
0.49,VARINDER SINGH FAGANMAJRA,PATIALA,9,BSP(A),M,PUNJAB,3815,781794,781794,1310354,59.66
0.49,MADAN PAL,PATIALA,10,IND,M,PUNJAB,3794,781794,781794,1310354,59.66
0.29,DR. KRISHAN KUMAR PRASHAR,PATIALA,11,AJBP,M,PUNJAB,2231,781794,781794,1310354,59.66
52.02,GURCHARAN SINGH GALIB,LUDHIANA,1,INC,M,PUNJAB,346928,674419,666969,1471530,45.83
36.24,AMRIK SINGH ALIWAL,LUDHIANA,2,SAD,M,PUNJAB,241682,674419,666969,1471530,45.83
9.73,GURDARSHAN SINGH GREWAL,LUDHIANA,3,SHSAD,M,PUNJAB,64893,674419,666969,1471530,45.83
0.51,ABDUL SHAKOOR,LUDHIANA,4,IND,M,PUNJAB,3369,674419,666969,1471530,45.83
0.43,SARDOOL SINGH GILL,LUDHIANA,5,BSP(A),M,PUNJAB,2848,674419,666969,1471530,45.83
0.42,TARSEM SINGH,LUDHIANA,6,IND,M,PUNJAB,2770,674419,666969,1471530,45.83
0.16,HARBANS KAUR,LUDHIANA,7,IND,F,PUNJAB,1081,674419,666969,1471530,45.83
0.14,HIRA JHA,LUDHIANA,8,RJD,M,PUNJAB,921,674419,666969,1471530,45.83
0.13,PARMJIT SINGH,LUDHIANA,9,IND,M,PUNJAB,884,674419,666969,1471530,45.83
0.11,RASHPAL SINGH GILL,LUDHIANA,10,NCP,M,PUNJAB,708,674419,666969,1471530,45.83
0.09,NARESH JAGGI,LUDHIANA,11,IND,M,PUNJAB,573,674419,666969,1471530,45.83
0.05,GURBAKSH SINGH,LUDHIANA,12,IND,M,PUNJAB,312,674419,666969,1471530,45.83
42.08,SIMRANJIT SINGH MANN,SANGRUR,1,SAD(M),M,PUNJAB,298846,716182,710204,1145315,62.53
29.93,SURJIT SINGH BARNALA,SANGRUR,2,SAD,M,PUNJAB,212529,716182,710204,1145315,62.53
26.87,AJIT SINGH,SANGRUR,3,CPM,M,PUNJAB,190824,716182,710204,1145315,62.53
0.81,NIRMAL SINGH,SANGRUR,4,IND,M,PUNJAB,5738,716182,710204,1145315,62.53
0.32,MIT SINGH,SANGRUR,5,AJBP,M,PUNJAB,2267,716182,710204,1145315,62.53
50.34,BHAN SINGH BHAURA,BHATINDA (SC),1,CPI,M,PUNJAB,327484,656684,650568,1217731,53.93
40.91,CHATIN SINGH SAMAON,BHATINDA (SC),2,SAD,M,PUNJAB,266167,656684,650568,1217731,53.93
6.56,GURDEEP SINGH,BHATINDA (SC),3,SHSAD,M,PUNJAB,42676,656684,650568,1217731,53.93
0.88,BHAN SINGH,BHATINDA (SC),4,IND,M,PUNJAB,5715,656684,650568,1217731,53.93
0.55,RADHEY SHYAM,BHATINDA (SC),5,IND,M,PUNJAB,3609,656684,650568,1217731,53.93
0.46,GURDEV SINGH,BHATINDA (SC),6,IND,M,PUNJAB,3006,656684,650568,1217731,53.93
0.29,DEVA RAM,BHATINDA (SC),7,IND,M,PUNJAB,1911,656684,650568,1217731,53.93
48.0,JAGMEET SINGH BRAR,FARIDKOT,1,INC,M,PUNJAB,418454,871755,871696,1224531,71.19
47.41,SUKHBIR SINGH BADAL,FARIDKOT,2,SAD,M,PUNJAB,413306,871755,871696,1224531,71.19
1.57,RAJINDER KUMAR SHARMA,FARIDKOT,3,IND,M,PUNJAB,13673,871755,871696,1224531,71.19
0.96,HARCHARAN SINGH,FARIDKOT,4,IND,M,PUNJAB,8359,871755,871696,1224531,71.19
0.82,RAJINDER KUMAR,FARIDKOT,5,IND,M,PUNJAB,7172,871755,871696,1224531,71.19
0.5,SUKHDEV SINGH PANDHI,FARIDKOT,6,RPI,M,PUNJAB,4386,871755,871696,1224531,71.19
0.17,PARAMJIT SINGH,FARIDKOT,7,IND,M,PUNJAB,1482,871755,871696,1224531,71.19
0.13,DEVI DASS NAHAR,FARIDKOT,8,BSP(A),M,PUNJAB,1146,871755,871696,1224531,71.19
0.1,JAGMEET SINGH,FARIDKOT,9,IND,M,PUNJAB,857,871755,871696,1224531,71.19
0.1,JOGESH KUMAR,FARIDKOT,10,RJD,M,PUNJAB,849,871755,871696,1224531,71.19
0.09,SUKHPAL SINGH,FARIDKOT,11,IND,M,PUNJAB,750,871755,871696,1224531,71.19
0.06,SUKHJINDER SINGH,FARIDKOT,12,IND,M,PUNJAB,483,871755,871696,1224531,71.19
0.05,ASHOK KUMAR DEORA,FARIDKOT,13,IND,M,PUNJAB,441,871755,871696,1224531,71.19
0.04,MITTPAL SINGH,FARIDKOT,14,BMP(AI),M,PUNJAB,338,871755,871696,1224531,71.19
40.03,ZORA SINGH,FEROZEPUR,1,SAD,M,PUNJAB,300236,756925,750100,1214129,62.34
38.04,HANS RAJ,FEROZEPUR,2,INC,M,PUNJAB,285375,756925,750100,1214129,62.34
20.43,MOHAN SINGH,FEROZEPUR,3,BSP,M,PUNJAB,153213,756925,750100,1214129,62.34
0.28,JASWANT SINGH,FEROZEPUR,4,IND,M,PUNJAB,2119,756925,750100,1214129,62.34
0.21,MANNA,FEROZEPUR,5,BSP(A),M,PUNJAB,1575,756925,750100,1214129,62.34
0.21,HUKAM CHAND,FEROZEPUR,6,IND,M,PUNJAB,1557,756925,750100,1214129,62.34
0.14,HUKAM SINGH,FEROZEPUR,7,JD(U),M,PUNJAB,1041,756925,750100,1214129,62.34
0.12,MAHI RAM,FEROZEPUR,8,BKD(J),M,PUNJAB,870,756925,750100,1214129,62.34
0.12,DARSHAN SINGH,FEROZEPUR,9,JD(S),M,PUNJAB,870,756925,750100,1214129,62.34
0.1,TULSI SINGH,FEROZEPUR,10,IND,M,PUNJAB,748,756925,750100,1214129,62.34
0.08,GURDIP KAUR,FEROZEPUR,11,IND,F,PUNJAB,633,756925,750100,1214129,62.34
0.08,OM PARKASH,FEROZEPUR,12,IND,M,PUNJAB,597,756925,750100,1214129,62.34
0.05,RAJ BAKASH,FEROZEPUR,13,IND,M,PUNJAB,365,756925,750100,1214129,62.34
0.04,PIRTHI SINGH,FEROZEPUR,14,IND,M,PUNJAB,300,756925,750100,1214129,62.34
0.03,AMRO BIBI,FEROZEPUR,15,IND,F,PUNJAB,205,756925,750100,1214129,62.34
0.03,RAM LUBHAYA,FEROZEPUR,16,IND,M,PUNJAB,202,756925,750100,1214129,62.34
0.03,JAGJIT SINGH,FEROZEPUR,17,IND,M,PUNJAB,194,756925,750100,1214129,62.34
53.84,NIHAL CHAND,GANGANAGAR (SC),1,BJP,M,RAJASTHAN,358104,670032,665090,1269075,52.8
39.43,ER. SHANKAR PANNU,GANGANAGAR (SC),2,INC,M,RAJASTHAN,262218,670032,665090,1269075,52.8
2.92,RAWATA RAM,GANGANAGAR (SC),3,CPI,M,RAJASTHAN,19442,670032,665090,1269075,52.8
2.49,DHARAMPAL KATARIA,GANGANAGAR (SC),4,BSP,M,RAJASTHAN,16569,670032,665090,1269075,52.8
0.67,BABU LAL KHANDA,GANGANAGAR (SC),5,SP,M,RAJASTHAN,4457,670032,665090,1269075,52.8
0.59,RAJESH MOSALPURIA,GANGANAGAR (SC),6,NCP,M,RAJASTHAN,3932,670032,665090,1269075,52.8
0.06,HETRAM MEGHWAL,GANGANAGAR (SC),7,RJVP,M,RAJASTHAN,368,670032,665090,1269075,52.8
52.75,RAMESHWAR LAL DUDI,BIKANER,1,INC,M,RAJASTHAN,493638,946682,935738,1762589,53.71
42.65,RAMPRATAP KASANIA,BIKANER,2,BJP,M,RAJASTHAN,399129,946682,935738,1762589,53.71
2.57,DILIP SINGH MARWAL,BIKANER,3,BSP,M,RAJASTHAN,24013,946682,935738,1762589,53.71
0.79,BHANWAR SINGH BHATI,BIKANER,4,IND,M,RAJASTHAN,7426,946682,935738,1762589,53.71
0.57,RAMPRATAP,BIKANER,5,IND,M,RAJASTHAN,5369,946682,935738,1762589,53.71
0.29,ABDUL KARIM,BIKANER,6,IND,M,RAJASTHAN,2731,946682,935738,1762589,53.71
0.22,HET RAM MEGHWAL,BIKANER,7,RJVP,M,RAJASTHAN,2020,946682,935738,1762589,53.71
0.1,ASURAM BARUPAL,BIKANER,8,IND,M,RAJASTHAN,959,946682,935738,1762589,53.71
0.05,RAISINGH GODARA,BIKANER,9,IND,M,RAJASTHAN,453,946682,935738,1762589,53.71
51.66,RAM SINGH KASWAN,CHURU,1,BJP,M,RAJASTHAN,351485,685792,680334,1239736,55.32
44.78,NARENDRA BUDANIA,CHURU,2,INC,M,RAJASTHAN,304676,685792,680334,1239736,55.32
1.5,DAULAT RAM PENSIA,CHURU,3,BSP,M,RAJASTHAN,10214,685792,680334,1239736,55.32
1.16,POONAM RAJPUROHIT,CHURU,4,ABJS,M,RAJASTHAN,7873,685792,680334,1239736,55.32
0.49,SHABIR KHAN,CHURU,5,IND,M,RAJASTHAN,3307,685792,680334,1239736,55.32
0.22,BHIM RAJ SAINI,CHURU,6,JD(S),M,RAJASTHAN,1484,685792,680334,1239736,55.32
0.14,MAHESH FAGERIYA,CHURU,7,JD(U),M,RAJASTHAN,929,685792,680334,1239736,55.32
0.05,SUBEY SINGH,CHURU,8,IND,M,RAJASTHAN,366,685792,680334,1239736,55.32
49.36,SISRAM OLA,JHUNJHUNU,1,INC,M,RAJASTHAN,330198,674380,668984,1183184,57.0
37.95,BANWARI LAL SAINI,JHUNJHUNU,2,BJP,M,RAJASTHAN,253850,674380,668984,1183184,57.0
10.8,SUMITRA SINGH,JHUNJHUNU,3,IND,F,RAJASTHAN,72258,674380,668984,1183184,57.0
0.89,NIZAMUDDIN,JHUNJHUNU,4,SP,M,RAJASTHAN,5954,674380,668984,1183184,57.0
0.55,BIHARI LAL BHARTIYA,JHUNJHUNU,5,ABHM,M,RAJASTHAN,3704,674380,668984,1183184,57.0
0.2,MAHENDRA CHOUDHARY,JHUNJHUNU,6,CPI(ML)(L),M,RAJASTHAN,1339,674380,668984,1183184,57.0
0.17,SATI RAM KALA SINGH PUHANIA,JHUNJHUNU,7,IND,F,RAJASTHAN,1129,674380,668984,1183184,57.0
0.08,RAJNISH,JHUNJHUNU,8,IND,M,RAJASTHAN,552,674380,668984,1183184,57.0
45.56,SUBHASH MAHARIA,SIKAR,1,BJP,M,RAJASTHAN,341445,755202,749404,1290220,58.53
41.8,BALRAM,SIKAR,2,INC,M,RAJASTHAN,313272,755202,749404,1290220,58.53
10.74,AMRA RAM,SIKAR,3,CPM,M,RAJASTHAN,80491,755202,749404,1290220,58.53
0.73,AJAYPAL,SIKAR,4,IND,M,RAJASTHAN,5435,755202,749404,1290220,58.53
0.52,RAMSWARUP,SIKAR,5,SP,M,RAJASTHAN,3909,755202,749404,1290220,58.53
0.49,MOHD. UMARDDIN,SIKAR,6,BSP,M,RAJASTHAN,3643,755202,749404,1290220,58.53
0.16,SHASHIKANT,SIKAR,7,IND,M,RAJASTHAN,1209,755202,749404,1290220,58.53
56.5,GIRDHARI LAL BHARGAVA,JAIPUR,1,BJP,M,RAJASTHAN,456720,808579,808422,1753765,46.11
38.96,PT. RAGHU SHARMA,JAIPUR,2,INC,M,RAJASTHAN,314930,808579,808422,1753765,46.11
1.62,SANDIP SAXENA,JAIPUR,3,IND,M,RAJASTHAN,13074,808579,808422,1753765,46.11
1.05,SUNITA CHATURVEDI,JAIPUR,4,CPI,F,RAJASTHAN,8507,808579,808422,1753765,46.11
0.66,RAM CHANDAR CHOUDHARY,JAIPUR,5,JD(S),M,RAJASTHAN,5314,808579,808422,1753765,46.11
0.52,SRILATA SWAMINATHAN,JAIPUR,6,CPI(ML)(L),F,RAJASTHAN,4226,808579,808422,1753765,46.11
0.26,SUA LAL YADAV,JAIPUR,7,SP,M,RAJASTHAN,2120,808579,808422,1753765,46.11
0.25,RAMESH CHAND SHARMA,JAIPUR,8,LS,M,RAJASTHAN,2014,808579,808422,1753765,46.11
0.19,KARUNA DAS KABIR PANTHI,JAIPUR,9,MKSD,M,RAJASTHAN,1517,808579,808422,1753765,46.11
49.95,RAJESH PILOT,DAUSA,1,INC,M,RAJASTHAN,372263,752241,745274,1261758,59.62
49.02,ROHITASH KUMAR SHARMA,DAUSA,2,BJP,M,RAJASTHAN,365361,752241,745274,1261758,59.62
0.53,CHAIT RAM MEENA,DAUSA,3,SP,M,RAJASTHAN,3918,752241,745274,1261758,59.62
0.25,RAMESH CHAND,DAUSA,4,AJBP,M,RAJASTHAN,1898,752241,745274,1261758,59.62
0.25,KEDAR NATH,DAUSA,5,JD(S),M,RAJASTHAN,1834,752241,745274,1261758,59.62
52.95,DR. JASWANT SINGH YADAV,ALWAR,1,BJP,M,RAJASTHAN,325556,619741,614866,1156697,53.58
43.53,MAHENDRA KUMARI,ALWAR,2,INC,F,RAJASTHAN,267628,619741,614866,1156697,53.58
1.43,HAR SAHAI MEENA,ALWAR,3,BSP,M,RAJASTHAN,8786,619741,614866,1156697,53.58
0.86,JASWANT SINGH YADAV,ALWAR,4,IND,M,RAJASTHAN,5265,619741,614866,1156697,53.58
0.51,DULI CHAND,ALWAR,5,IND,M,RAJASTHAN,3149,619741,614866,1156697,53.58
0.41,POORAN CHAND JATAV,ALWAR,6,AJBP,M,RAJASTHAN,2533,619741,614866,1156697,53.58
0.26,LEELA DHAR,ALWAR,7,SP,M,RAJASTHAN,1568,619741,614866,1156697,53.58
0.06,MOOL CHAND,ALWAR,8,IND,M,RAJASTHAN,381,619741,614866,1156697,53.58
48.37,VISHVENDRA SINGH,BHARATPUR,1,BJP,M,RAJASTHAN,277460,577462,573657,1060582,54.45
31.45,JAGAT SINGH,BHARATPUR,2,INC,M,RAJASTHAN,180442,577462,573657,1060582,54.45
14.23,NASRU KHAN,BHARATPUR,3,BSP,M,RAJASTHAN,81628,577462,573657,1060582,54.45
3.3,PT. RAM KISHAN,BHARATPUR,4,SP,M,RAJASTHAN,18941,577462,573657,1060582,54.45
0.79,RAVINDRA KUMAR PRADHAN,BHARATPUR,5,LS,M,RAJASTHAN,4555,577462,573657,1060582,54.45
0.55,KHURSHID AHMED,BHARATPUR,6,JP,M,RAJASTHAN,3163,577462,573657,1060582,54.45
0.52,BRIJ KISHORE,BHARATPUR,7,IND,M,RAJASTHAN,2957,577462,573657,1060582,54.45
0.37,MAN SINGH,BHARATPUR,8,IND,M,RAJASTHAN,2120,577462,573657,1060582,54.45
0.24,HARBIR SINGH,BHARATPUR,9,IND,M,RAJASTHAN,1381,577462,573657,1060582,54.45
0.05,DAYA RAM,BHARATPUR,10,AJBP,M,RAJASTHAN,311,577462,573657,1060582,54.45
0.05,JAGDISH,BHARATPUR,11,SHS,M,RAJASTHAN,267,577462,573657,1060582,54.45
0.04,CHANDAR SINGH,BHARATPUR,12,NCP,M,RAJASTHAN,244,577462,573657,1060582,54.45
0.03,SHIV KUM.SINGH SINSINWAR,BHARATPUR,13,IND,M,RAJASTHAN,188,577462,573657,1060582,54.45
47.45,BAHADUR SINGH,BAYANA (SC),1,BJP,M,RAJASTHAN,234881,498957,494960,1092622,45.67
40.72,JAGNNATH PAHADIA,BAYANA (SC),2,INC,M,RAJASTHAN,201549,498957,494960,1092622,45.67
8.78,RAM NIWAS,BAYANA (SC),3,BSP,M,RAJASTHAN,43443,498957,494960,1092622,45.67
0.77,JIYA LAL JATAV,BAYANA (SC),4,IND,M,RAJASTHAN,3825,498957,494960,1092622,45.67
0.75,SUK DEV,BAYANA (SC),5,SP,M,RAJASTHAN,3719,498957,494960,1092622,45.67
0.53,MASTER CHAJU RAM KHARERA,BAYANA (SC),6,JP,M,RAJASTHAN,2639,498957,494960,1092622,45.67
0.32,MAN SINGH,BAYANA (SC),7,IND,M,RAJASTHAN,1605,498957,494960,1092622,45.67
0.25,LAKHAN,BAYANA (SC),8,SHS,M,RAJASTHAN,1223,498957,494960,1092622,45.67
0.16,SHYAM SUNDAR LAL,BAYANA (SC),9,NCP,M,RAJASTHAN,770,498957,494960,1092622,45.67
0.14,RAM SWAROOP BASWALA,BAYANA (SC),10,IND,M,RAJASTHAN,701,498957,494960,1092622,45.67
0.12,MOOL CHAND,BAYANA (SC),11,IND,M,RAJASTHAN,605,498957,494960,1092622,45.67
54.16,JASKAUR,SAWAI MADHOPUR (ST),1,BJP,F,RAJASTHAN,277014,515834,511512,1177950,43.79
42.64,USHA,SAWAI MADHOPUR (ST),2,INC,F,RAJASTHAN,218133,515834,511512,1177950,43.79
2.1,DHABLE RAM,SAWAI MADHOPUR (ST),3,BSP,M,RAJASTHAN,10738,515834,511512,1177950,43.79
0.77,HARKESH,SAWAI MADHOPUR (ST),4,SP,M,RAJASTHAN,3921,515834,511512,1177950,43.79
0.29,MANPHOOL,SAWAI MADHOPUR (ST),5,AJBP,M,RAJASTHAN,1495,515834,511512,1177950,43.79
0.04,JAGDISH PRASAD,SAWAI MADHOPUR (ST),6,IND,M,RAJASTHAN,211,515834,511512,1177950,43.79
55.96,RASA SINGH RAWAT,AJMER,1,BJP,M,RAJASTHAN,332130,594384,593468,1106811,53.7
41.19,PRABHA THAKUR,AJMER,2,INC,F,RAJASTHAN,244456,594384,593468,1106811,53.7
2.84,BHARAT,AJMER,3,NCP,M,RAJASTHAN,16882,594384,593468,1106811,53.7
53.25,SHYAM LAL BANSIWAL,TONK (SC),1,BJP,M,RAJASTHAN,287265,546453,539462,1138478,48.0
44.29,DWARKA PRASAD BAIRWA,TONK (SC),2,INC,M,RAJASTHAN,238907,546453,539462,1138478,48.0
1.1,MEENA MORALIYA,TONK (SC),3,JP,F,RAJASTHAN,5948,546453,539462,1138478,48.0
0.89,PADAM CHAND BAGORIYA,TONK (SC),4,NCP,M,RAJASTHAN,4802,546453,539462,1138478,48.0
0.33,RAJIV DANGI,TONK (SC),5,IND,M,RAJASTHAN,1777,546453,539462,1138478,48.0
0.14,RAM SWAROOP,TONK (SC),6,IND,M,RAJASTHAN,763,546453,539462,1138478,48.0
50.91,RAGHUVEER SINGH KOUSHAL,KOTA,1,BJP,M,RAJASTHAN,320205,636456,628960,1219405,52.19
46.97,RAMNARYAN MEENA,KOTA,2,INC,M,RAJASTHAN,295436,636456,628960,1219405,52.19
1.25,BHAIRU LAL,KOTA,3,IND,M,RAJASTHAN,7833,636456,628960,1219405,52.19
0.35,RAJENDRA KUMAR,KOTA,4,NCP,M,RAJASTHAN,2201,636456,628960,1219405,52.19
0.27,SATISH PACHORI,KOTA,5,SP,M,RAJASTHAN,1723,636456,628960,1219405,52.19
0.19,ATUL SRIVASTAV,KOTA,6,JD(S),M,RAJASTHAN,1165,636456,628960,1219405,52.19
0.06,BHANGI LOKESH ANAND,KOTA,7,IND,M,RAJASTHAN,397,636456,628960,1219405,52.19
60.43,VANSUNDHARA RAJE,JHALAWAR,1,BJP,F,RAJASTHAN,409574,688049,677725,1069430,64.34
37.94,DR. ABRAR AHMED,JHALAWAR,2,INC,M,RAJASTHAN,257159,688049,677725,1069430,64.34
0.55,MOHD.NADEEN,JHALAWAR,3,IND,M,RAJASTHAN,3720,688049,677725,1069430,64.34
0.49,PURI LAL,JHALAWAR,4,IND,M,RAJASTHAN,3311,688049,677725,1069430,64.34
0.45,RAZIA BANO,JHALAWAR,5,RJVP,F,RAJASTHAN,3050,688049,677725,1069430,64.34
0.13,BHAWANI SINGH,JHALAWAR,6,IND,M,RAJASTHAN,911,688049,677725,1069430,64.34
59.04,TARA CHAND BHAGORA,BANSWARA (ST),1,INC,M,RAJASTHAN,379775,657518,643286,1182232,55.62
40.96,RAJESH KATARA,BANSWARA (ST),2,JD(U),M,RAJASTHAN,263511,657518,643286,1182232,55.62
51.73,BHERU LAL MEENA,SALUMBER (ST),1,INC,M,RAJASTHAN,290976,577100,562458,1117315,51.65
42.42,MAHAVEER BHAGORA,SALUMBER (ST),2,BJP,M,RAJASTHAN,238568,577100,562458,1117315,51.65
3.99,MEGH RAJ TAWAR,SALUMBER (ST),3,CPI,M,RAJASTHAN,22417,577100,562458,1117315,51.65
1.04,ROOP LAL PARMAR,SALUMBER (ST),4,BSP,M,RAJASTHAN,5861,577100,562458,1117315,51.65
0.54,LAXMI CHAND MEENA,SALUMBER (ST),5,SP,M,RAJASTHAN,3063,577100,562458,1117315,51.65
0.28,AMBA LAL GAMETI,SALUMBER (ST),6,CPI(ML)(L),M,RAJASTHAN,1573,577100,562458,1117315,51.65
53.23,GIRIJA VYAS,UDAIPUR,1,INC,F,RAJASTHAN,372645,709780,700086,1256888,56.47
45.5,SHANTI LAL CHAPLOT,UDAIPUR,2,BJP,M,RAJASTHAN,318554,709780,700086,1256888,56.47
0.88,HEERA LAL PARMAR,UDAIPUR,3,BSP,M,RAJASTHAN,6167,709780,700086,1256888,56.47
0.39,KANWANT SINGH RAWAT,UDAIPUR,4,SP,M,RAJASTHAN,2720,709780,700086,1256888,56.47
50.84,SHRICHAND KRIPLANI,CHITTORGARH,1,BJP,M,RAJASTHAN,411275,820674,808929,1248906,65.71
46.22,UDAI LAL ANJANA,CHITTORGARH,2,INC,M,RAJASTHAN,373898,820674,808929,1248906,65.71
2.29,RADHA BHANDARI,CHITTORGARH,3,CPI,F,RAJASTHAN,18512,820674,808929,1248906,65.71
0.55,SHANTI LAL KHOIWAL,CHITTORGARH,4,NCP,M,RAJASTHAN,4424,820674,808929,1248906,65.71
0.1,SALIM,CHITTORGARH,5,RJVP,M,RAJASTHAN,820,820674,808929,1248906,65.71
47.96,VIJAYENDRA PAL SINGH,BHILWARA,1,BJP,M,RAJASTHAN,287858,607664,600245,1136950,53.45
45.59,RAMPAL UPADHAYAY,BHILWARA,2,INC,M,RAJASTHAN,273629,607664,600245,1136950,53.45
4.7,GOPAL LAL JAT,BHILWARA,3,IND,M,RAJASTHAN,28219,607664,600245,1136950,53.45
0.97,RAJENDRA ACHARYA,BHILWARA,4,SP,M,RAJASTHAN,5850,607664,600245,1136950,53.45
0.43,LAXMAN SINGH KATWAL,BHILWARA,5,RJD,M,RAJASTHAN,2593,607664,600245,1136950,53.45
0.35,AJIJ MOHAMMED KHAN,BHILWARA,6,BSP,M,RAJASTHAN,2096,607664,600245,1136950,53.45
59.46,PUSP JAIN,PALI,1,BJP,M,RAJASTHAN,316844,540250,532861,1080520,50.0
39.82,MITHALAL JAIN,PALI,2,INC,M,RAJASTHAN,212178,540250,532861,1080520,50.0
0.54,PANNALAL,PALI,3,BSP,M,RAJASTHAN,2896,540250,532861,1080520,50.0
0.18,ANNARAJ BHATI,PALI,4,IND,M,RAJASTHAN,943,540250,532861,1080520,50.0
51.38,BUTA SINGH,JALORE (SC),1,INC,M,RAJASTHAN,330652,654432,643506,1245605,52.54
45.8,BANGARU LAXMAN,JALORE (SC),2,BJP,M,RAJASTHAN,294728,654432,643506,1245605,52.54
1.11,DR. KUSUM MEGHWAL,JALORE (SC),3,IND,F,RAJASTHAN,7162,654432,643506,1245605,52.54
0.93,BHABHUTARAM MEGHWAL,JALORE (SC),4,RJD,M,RAJASTHAN,5953,654432,643506,1245605,52.54
0.38,MANGILAL MEGHWAL,JALORE (SC),5,IND,M,RAJASTHAN,2424,654432,643506,1245605,52.54
0.25,DINESH KUMAR MEGHVANSHI,JALORE (SC),6,BSP,M,RAJASTHAN,1619,654432,643506,1245605,52.54
0.15,BHANWAR LAL,JALORE (SC),7,IND,M,RAJASTHAN,968,654432,643506,1245605,52.54
51.11,COL. SONARAM CHOUDHARY,BARMER,1,INC,M,RAJASTHAN,424150,841359,829839,1418389,59.32
47.24,MANVENDRA SINGH,BARMER,2,BJP,M,RAJASTHAN,392010,841359,829839,1418389,59.32
0.88,DHARMA RAM,BARMER,3,IND,M,RAJASTHAN,7267,841359,829839,1418389,59.32
0.53,AGRENDRA KUMAR,BARMER,4,BSP,M,RAJASTHAN,4393,841359,829839,1418389,59.32
0.13,SHANKER LAL MEGHWAL,BARMER,5,IND,M,RAJASTHAN,1108,841359,829839,1418389,59.32
0.11,RAMESH KUMAR GODARA,BARMER,6,IND,M,RAJASTHAN,911,841359,829839,1418389,59.32
56.14,JASWANT SINGH VISHNOI,JODHPUR,1,BJP,M,RAJASTHAN,368463,663728,656353,1403850,47.28
38.88,POONAM CHAND,JODHPUR,2,INC,M,RAJASTHAN,255166,663728,656353,1403850,47.28
2.39,MANARAM,JODHPUR,3,BSP,M,RAJASTHAN,15685,663728,656353,1403850,47.28
1.97,MEHMOODA BEGUM ABBASI,JODHPUR,4,IND,F,RAJASTHAN,12940,663728,656353,1403850,47.28
0.36,SAIDUDDIN SHEIKH,JODHPUR,5,IND,M,RAJASTHAN,2334,663728,656353,1403850,47.28
0.14,DURGADAN,JODHPUR,6,ABJS,M,RAJASTHAN,949,663728,656353,1403850,47.28
0.12,SHIV RAM JAT,JODHPUR,7,IND,M,RAJASTHAN,816,663728,656353,1403850,47.28
38.02,RAM RAGHUNATH CHOUDHARY,NAGAUR,1,INC,M,RAJASTHAN,267914,711267,704758,1233531,57.66
31.14,VIJAY POONIA,NAGAUR,2,BSP,M,RAJASTHAN,219445,711267,704758,1233531,57.66
29.49,SHYAM SUNDER KABRA,NAGAUR,3,BJP,M,RAJASTHAN,207815,711267,704758,1233531,57.66
0.9,BABU KHAN VARSI,NAGAUR,4,SP,M,RAJASTHAN,6370,711267,704758,1233531,57.66
0.46,KAILASH CHAND VERMA,NAGAUR,5,IND,M,RAJASTHAN,3214,711267,704758,1233531,57.66
