%,CANDIDATE,CONSTITUENCY,No.,PARTY,SEX,TERRITORY,VOTES,TOTAL VOTES POLLED,TOTAL VALID VOTES,TOTAL ELECTORS,TOTAL POLL PERCENTAGE
40.88,SARAL DEB,BARASAT,2,FBL,M,WEST BENGAL,421620,1043590,1031285,1303217,80.08
7.44,GHOSAL DEBI,BARASAT,3,INC,M,WEST BENGAL,76751,1043590,1031285,1303217,80.08
0.86,MANOJ HOWLADER,BARASAT,4,BSP,M,WEST BENGAL,8874,1043590,1031285,1303217,80.08
0.28,SANKAR GHOSH,BARASAT,5,IND,M,WEST BENGAL,2878,1043590,1031285,1303217,80.08
0.12,PANCHU GOPAL MUNDA,BARASAT,6,AMB,M,WEST BENGAL,1236,1043590,1031285,1303217,80.08
0.06,MOSTAFIJUR RAHAMAN,BARASAT,7,IND,M,WEST BENGAL,650,1043590,1031285,1303217,80.08
0.06,JAGAT NARAYAN SRIVASTAVA,BARASAT,8,IND,M,WEST BENGAL,581,1043590,1031285,1303217,80.08
0.02,SHYAMAL CHANDRA DAS,BARASAT,9,IND,M,WEST BENGAL,175,1043590,1031285,1303217,80.08
47.64,AJOY CHAKRABORTY,BASIRHAT,1,CPI,M,WEST BENGAL,407903,866835,856295,1071134,80.93
37.99,M. NURUZZAMAN,BASIRHAT,2,AITC,M,WEST BENGAL,325316,866835,856295,1071134,80.93
13.85,ABU TAYEB M. MOAZAM HOSSIN,BASIRHAT,3,INC,M,WEST BENGAL,118612,866835,856295,1071134,80.93
0.28,MD. SAHADAT ALI,BASIRHAT,4,MUL,M,WEST BENGAL,2417,866835,856295,1071134,80.93
0.24,ARUN GHOSH,BASIRHAT,5,IND,M,WEST BENGAL,2047,866835,856295,1071134,80.93
49.39,SANAT KUMAR MONDAL,JOYNAGAR (SC),1,RSP,M,WEST BENGAL,396383,815915,802529,1116858,73.05
35.4,KRISHNA PADA MAJUMDER,JOYNAGAR (SC),2,BJP,M,WEST BENGAL,284082,815915,802529,1116858,73.05
9.22,RENU PADA HALDER,JOYNAGAR (SC),3,IND,M,WEST BENGAL,74016,815915,802529,1116858,73.05
5.75,JAGAT PADA SANPUI,JOYNAGAR (SC),4,INC,M,WEST BENGAL,46173,815915,802529,1116858,73.05
0.18,VIVEK SONKAR,JOYNAGAR (SC),5,IND,M,WEST BENGAL,1446,815915,802529,1116858,73.05
0.05,SUBHAS MONDAL,JOYNAGAR (SC),6,IND,M,WEST BENGAL,429,815915,802529,1116858,73.05
46.78,RADHIKA RANJAN PRAMANIK,MATHURAPUR (SC),1,CPM,M,WEST BENGAL,382962,828886,818609,1076730,76.98
40.46,GOBINDA CHANDRA NASKAR,MATHURAPUR (SC),2,AITC,M,WEST BENGAL,331237,828886,818609,1076730,76.98
10.96,MONORANJAN HALDER,MATHURAPUR (SC),3,INC,M,WEST BENGAL,89719,828886,818609,1076730,76.98
1.79,PRAHLAD KUMAR PURKAIT,MATHURAPUR (SC),4,IND,M,WEST BENGAL,14691,828886,818609,1076730,76.98
47.7,SAMIK LAHIRI,DIAMOND HARBOUR,1,CPM,M,WEST BENGAL,402761,858209,844342,1136879,75.49
39.27,SARDAR AMJAD ALI,DIAMOND HARBOUR,2,AITC,M,WEST BENGAL,331598,858209,844342,1136879,75.49
12.59,SK DAULAT ALI,DIAMOND HARBOUR,3,INC,M,WEST BENGAL,106344,858209,844342,1136879,75.49
0.14,KISHOR KUMAR GHOSH,DIAMOND HARBOUR,4,IND,M,WEST BENGAL,1165,858209,844342,1136879,75.49
0.13,GOPAL ROY SAFAI,DIAMOND HARBOUR,5,IND,M,WEST BENGAL,1088,858209,844342,1136879,75.49
0.1,BITAN MONDAL,DIAMOND HARBOUR,6,IND,M,WEST BENGAL,814,858209,844342,1136879,75.49
0.07,BECHU MONDAL,DIAMOND HARBOUR,7,IND,M,WEST BENGAL,572,858209,844342,1136879,75.49
48.97,KRISHNA BOSE,JADAVPUR,1,AITC,F,WEST BENGAL,485366,1005286,991198,1403413,71.63
42.23,KANTI GANGULY,JADAVPUR,2,CPM,M,WEST BENGAL,418601,1005286,991198,1403413,71.63
8.04,DR. MAYA GHOSE,JADAVPUR,3,INC,F,WEST BENGAL,79672,1005286,991198,1403413,71.63
0.36,TAPAN ROY CHOWDHURY,JADAVPUR,4,IND,M,WEST BENGAL,3528,1005286,991198,1403413,71.63
0.18,ASALATA MAJUMDER,JADAVPUR,5,BSP,F,WEST BENGAL,1810,1005286,991198,1403413,71.63
0.1,RAM CHANDRA KAYAL,JADAVPUR,6,IND,M,WEST BENGAL,964,1005286,991198,1403413,71.63
0.08,JIBAN BAIRAGI,JADAVPUR,7,IND,M,WEST BENGAL,748,1005286,991198,1403413,71.63
0.05,NUTON MONDAL,JADAVPUR,8,IND,F,WEST BENGAL,509,1005286,991198,1403413,71.63
48.06,TARIT BARAN TOPDAR,BARRACKPORE,1,CPM,M,WEST BENGAL,399269,845189,830719,1040220,81.25
43.15,JAYANTA BHATTACHARYA,BARRACKPORE,2,AITC,M,WEST BENGAL,358494,845189,830719,1040220,81.25
7.19,ASHOK SUKLA,BARRACKPORE,3,INC,M,WEST BENGAL,59732,845189,830719,1040220,81.25
0.42,PARIMAL KANTI RAY,BARRACKPORE,4,BSP,M,WEST BENGAL,3498,845189,830719,1040220,81.25
0.41,ANUPAM DUTTA,BARRACKPORE,5,IND,M,WEST BENGAL,3373,845189,830719,1040220,81.25
0.26,MEENA PAL,BARRACKPORE,6,CPI(ML)(L),F,WEST BENGAL,2186,845189,830719,1040220,81.25
0.19,ASHOKE BAIRIA,BARRACKPORE,7,IND,M,WEST BENGAL,1606,845189,830719,1040220,81.25
0.14,SWAPAN BISWAS,BARRACKPORE,8,IND,M,WEST BENGAL,1153,845189,830719,1040220,81.25
0.09,RAYAZUDDIN AHMED,BARRACKPORE,9,NCP,M,WEST BENGAL,716,845189,830719,1040220,81.25
0.08,NIRMAL GOPAL CHATTERJEE,BARRACKPORE,10,IND,M,WEST BENGAL,692,845189,830719,1040220,81.25
51.59,TAPAN SIKDAR,DUM DUM,1,BJP,M,WEST BENGAL,614471,1209926,1191114,1598044,75.71
40.29,ANIL BHATTACHARYA,DUM DUM,2,CPM,M,WEST BENGAL,479910,1209926,1191114,1598044,75.71
7.19,RAMESH BHATTACHARJEE,DUM DUM,3,INC,M,WEST BENGAL,85648,1209926,1191114,1598044,75.71
0.41,BIMAL KRISHNA BISWAS,DUM DUM,4,BSP,M,WEST BENGAL,4848,1209926,1191114,1598044,75.71
0.16,MANAS CHAKRABORTY,DUM DUM,5,IND,M,WEST BENGAL,1862,1209926,1191114,1598044,75.71
0.14,SURYYA RAY,DUM DUM,6,NCP,M,WEST BENGAL,1658,1209926,1191114,1598044,75.71
0.08,PRABIR GHOSAL,DUM DUM,7,IND,M,WEST BENGAL,956,1209926,1191114,1598044,75.71
0.08,AJIT NANDI,DUM DUM,8,IND,M,WEST BENGAL,945,1209926,1191114,1598044,75.71
0.07,SAIKAT NAYAK,DUM DUM,9,IND,M,WEST BENGAL,816,1209926,1191114,1598044,75.71
46.6,SUDIP BANDYOPADHYAY,CALCUTTA NORTH WEST,1,AITC,M,WEST BENGAL,206684,444043,443486,704009,63.07
25.37,RAJDEO GOALA,CALCUTTA NORTH WEST,2,CPM,M,WEST BENGAL,112514,444043,443486,704009,63.07
24.0,SIDDHARTHA SANKAR RAY,CALCUTTA NORTH WEST,3,INC,M,WEST BENGAL,106430,444043,443486,704009,63.07
0.88,SASANKA SAHA,CALCUTTA NORTH WEST,4,IND,M,WEST BENGAL,3888,444043,443486,704009,63.07
0.69,MASARRAT BEGUM,CALCUTTA NORTH WEST,5,JD(S),F,WEST BENGAL,3076,444043,443486,704009,63.07
0.59,ASIRUDDIN,CALCUTTA NORTH WEST,6,RJD,M,WEST BENGAL,2602,444043,443486,704009,63.07
0.43,PURNA CHANDRA GHOSH,CALCUTTA NORTH WEST,7,IND,M,WEST BENGAL,1914,444043,443486,704009,63.07
0.42,NARAYAN SAHA,CALCUTTA NORTH WEST,8,IND,M,WEST BENGAL,1857,444043,443486,704009,63.07
0.26,PRADYUT SAHA,CALCUTTA NORTH WEST,9,IND,M,WEST BENGAL,1173,444043,443486,704009,63.07
0.26,INDRANIL COOMAR,CALCUTTA NORTH WEST,10,IND,M,WEST BENGAL,1141,444043,443486,704009,63.07
0.23,PARIMAL BISWAS,CALCUTTA NORTH WEST,11,JP,M,WEST BENGAL,1017,444043,443486,704009,63.07
0.14,IMTIAZ ALAM(FAHIM),CALCUTTA NORTH WEST,12,IND,M,WEST BENGAL,626,444043,443486,704009,63.07
0.13,BIHARI LAL THALIA,CALCUTTA NORTH WEST,13,IND,M,WEST BENGAL,564,444043,443486,704009,63.07
45.17,AJIT KUMAR PANJA,CALCUTTA NORTH EAST,1,AITC,M,WEST BENGAL,297491,658740,658631,924613,71.24
38.86,MD. SALIM,CALCUTTA NORTH EAST,2,CPM,M,WEST BENGAL,255917,658740,658631,924613,71.24
12.83,TAPAS ROY,CALCUTTA NORTH EAST,3,INC,M,WEST BENGAL,84516,658740,658631,924613,71.24
0.8,SUKHEN DOLUI,CALCUTTA NORTH EAST,4,IND,M,WEST BENGAL,5282,658740,658631,924613,71.24
0.68,BALI KARAN KORI,CALCUTTA NORTH EAST,5,BSP,M,WEST BENGAL,4448,658740,658631,924613,71.24
0.59,MD. SALIM,CALCUTTA NORTH EAST,6,IND,M,WEST BENGAL,3893,658740,658631,924613,71.24
0.5,MD. GHAUS ALI,CALCUTTA NORTH EAST,7,SP,M,WEST BENGAL,3267,658740,658631,924613,71.24
0.33,ASHIM KUMAR SAHA,CALCUTTA NORTH EAST,8,IND,M,WEST BENGAL,2143,658740,658631,924613,71.24
0.25,SAMAR DAS,CALCUTTA NORTH EAST,9,IND,M,WEST BENGAL,1674,658740,658631,924613,71.24
58.26,MAMATA BANERJEE,CALCUTTA SOUTH,1,AITC,F,WEST BENGAL,469103,805268,805121,1202607,66.96
31.68,SUBHANKAR CHAKRABORTY,CALCUTTA SOUTH,2,CPM,M,WEST BENGAL,255095,805268,805121,1202607,66.96
6.43,PARTHA ROY CHOWDHURY,CALCUTTA SOUTH,3,INC,M,WEST BENGAL,51735,805268,805121,1202607,66.96
0.77,DR. PARTHA SARATHI GHOSH,CALCUTTA SOUTH,4,CPI(ML)(L),M,WEST BENGAL,6186,805268,805121,1202607,66.96
0.76,MD. SHAHABUDDIN,CALCUTTA SOUTH,5,BSP,M,WEST BENGAL,6091,805268,805121,1202607,66.96
0.73,RANJAN KUMAR DAS,CALCUTTA SOUTH,6,IND,M,WEST BENGAL,5841,805268,805121,1202607,66.96
0.56,MURARI MOHON GHOSH,CALCUTTA SOUTH,7,IND,M,WEST BENGAL,4512,805268,805121,1202607,66.96
0.34,PRIYA NATH BANERJEE,CALCUTTA SOUTH,8,IND,M,WEST BENGAL,2740,805268,805121,1202607,66.96
0.27,KABITA MUKHERJEE,CALCUTTA SOUTH,9,IND,F,WEST BENGAL,2160,805268,805121,1202607,66.96
0.21,BANDANA BISWAS,CALCUTTA SOUTH,10,IND,F,WEST BENGAL,1658,805268,805121,1202607,66.96
49.98,SWADESH CHAKRABORTY,HOWRAH,1,CPM,M,WEST BENGAL,490537,995422,981399,1381960,72.03
39.44,DR. KAKOLI GHOSH DASTIDAR,HOWRAH,2,AITC,F,WEST BENGAL,387088,995422,981399,1381960,72.03
9.23,DR.SUBHASH CHANDRA BANDYOPADHYAY,HOWRAH,3,INC,M,WEST BENGAL,90592,995422,981399,1381960,72.03
0.33,ASTOGOPAL MONDAL,HOWRAH,4,IND,M,WEST BENGAL,3214,995422,981399,1381960,72.03
0.3,BIJAY KUMAR SINGH,HOWRAH,5,SP,M,WEST BENGAL,2952,995422,981399,1381960,72.03
0.16,RAM BILAS PRASAD,HOWRAH,6,BSP,M,WEST BENGAL,1605,995422,981399,1381960,72.03
0.09,ASHOK KUMAR AGARWAL,HOWRAH,7,RJD,M,WEST BENGAL,908,995422,981399,1381960,72.03
0.09,BECHAN LAL CHAUDHURY,HOWRAH,8,IND,M,WEST BENGAL,869,995422,981399,1381960,72.03
0.08,SHYAM BIHARI SINGH,HOWRAH,9,JD(S),M,WEST BENGAL,824,995422,981399,1381960,72.03
0.07,BIJAY SINGH,HOWRAH,10,IND,M,WEST BENGAL,729,995422,981399,1381960,72.03
0.05,DEBENDRA KUMAR SONKAR,HOWRAH,11,IND,M,WEST BENGAL,468,995422,981399,1381960,72.03
0.04,ASOKE ROY,HOWRAH,12,IND,M,WEST BENGAL,438,995422,981399,1381960,72.03
0.03,RANJIT CHATTERJEE,HOWRAH,13,IND,M,WEST BENGAL,271,995422,981399,1381960,72.03
0.02,SAMAR MONDAL,HOWRAH,14,IND,M,WEST BENGAL,200,995422,981399,1381960,72.03
0.02,PRASANTA KUMAR MAHATO,HOWRAH,15,IND,M,WEST BENGAL,196,995422,981399,1381960,72.03
0.02,RAJENDRA PRASAD,HOWRAH,16,NCP,M,WEST BENGAL,195,995422,981399,1381960,72.03
0.02,SHEKH ALAUDDIN RAJ,HOWRAH,17,IND,M,WEST BENGAL,193,995422,981399,1381960,72.03
0.01,SUSHIL BAGANI,HOWRAH,18,IND,M,WEST BENGAL,120,995422,981399,1381960,72.03
49.4,HANNAN MOLLAH,ULUBERIA,1,CPM,M,WEST BENGAL,399397,818915,808564,1101065,74.37
41.04,DR. SUDIPTA ROY,ULUBERIA,2,AITC,M,WEST BENGAL,331820,818915,808564,1101065,74.37
8.9,SISIR KUMAR SEN,ULUBERIA,3,INC,M,WEST BENGAL,71978,818915,808564,1101065,74.37
0.18,NIRMAL GHOSH,ULUBERIA,4,JP,M,WEST BENGAL,1445,818915,808564,1101065,74.37
0.17,BIPLOB CHAKRABORTY,ULUBERIA,5,IND,M,WEST BENGAL,1360,818915,808564,1101065,74.37
0.09,BABLU DEYASHI,ULUBERIA,6,IND,M,WEST BENGAL,748,818915,808564,1101065,74.37
0.07,SANKAR MAZUMDER,ULUBERIA,7,IND,M,WEST BENGAL,600,818915,808564,1101065,74.37
0.07,SUSHIL BANGAL,ULUBERIA,8,IND,M,WEST BENGAL,553,818915,808564,1101065,74.37
0.05,JAYANTA DOLUI,ULUBERIA,9,IND,M,WEST BENGAL,377,818915,808564,1101065,74.37
0.04,JHANTU DALUI,ULUBERIA,10,IND,M,WEST BENGAL,286,818915,808564,1101065,74.37
45.14,AKBOR ALI KHANDOKER,SERAMPORE,1,AITC,M,WEST BENGAL,411406,925995,911306,1325375,69.87
39.9,SUDARSAN ROY CHAUDHURY,SERAMPORE,2,CPM,M,WEST BENGAL,363642,925995,911306,1325375,69.87
14.61,PRADIP BHATTACHARYA,SERAMPORE,3,INC,M,WEST BENGAL,133155,925995,911306,1325375,69.87
0.18,GOUTAM PYNE,SERAMPORE,4,IND,M,WEST BENGAL,1609,925995,911306,1325375,69.87
0.16,HARUN RASHID MULLICK,SERAMPORE,5,IND,M,WEST BENGAL,1494,925995,911306,1325375,69.87
47.94,RUPCHAND PAL,HOOGHLY,1,CPM,M,WEST BENGAL,440674,930831,919250,1160870,80.18
46.58,TAPAN DAS GUPTA,HOOGHLY,2,AITC,M,WEST BENGAL,428189,930831,919250,1160870,80.18
5.23,DILIP NATH,HOOGHLY,3,INC,M,WEST BENGAL,48068,930831,919250,1160870,80.18
0.15,AJIT KUMAR KOLEY,HOOGHLY,4,IND,M,WEST BENGAL,1376,930831,919250,1160870,80.18
0.1,SUBHRA PROSAD GHOSH,HOOGHLY,5,IND,M,WEST BENGAL,943,930831,919250,1160870,80.18
53.98,ANIL BASU,ARAMBAGH,1,CPM,M,WEST BENGAL,503920,944408,933500,1143407,82.6
41.48,CHUNILAL CHAKRABORTY,ARAMBAGH,2,BJP,M,WEST BENGAL,387199,944408,933500,1143407,82.6
4.37,IDRISH ALI,ARAMBAGH,3,INC,M,WEST BENGAL,40816,944408,933500,1143407,82.6
0.17,JOYKRISHNA BERA,ARAMBAGH,4,IND,M,WEST BENGAL,1565,944408,933500,1143407,82.6
49.19,GITA MUKHERJEE,PANSKURA,1,CPI,F,WEST BENGAL,401431,824564,816130,986955,83.55
43.45,GOURI GHOSH,PANSKURA,2,AITC,F,WEST BENGAL,354573,824564,816130,986955,83.55
7.25,RAJANI KANTA DOLOI,PANSKURA,3,INC,M,WEST BENGAL,59147,824564,816130,986955,83.55
0.12,AJIT MALLICK,PANSKURA,4,IND,M,WEST BENGAL,979,824564,816130,986955,83.55
50.04,LAKSHMAN CHANDRA SETH,TAMLUK,1,CPM,M,WEST BENGAL,455168,919886,909682,1098196,83.76
44.01,NIRMALENDU BHATTACHARJEE,TAMLUK,2,AITC,M,WEST BENGAL,400342,919886,909682,1098196,83.76
4.91,MANIK BHOWMIK,TAMLUK,3,INC,M,WEST BENGAL,44622,919886,909682,1098196,83.76
0.84,SRIKESH PRAMANIK,TAMLUK,4,IND,M,WEST BENGAL,7623,919886,909682,1098196,83.76
0.12,BUDDHADEB JANA,TAMLUK,5,IND,M,WEST BENGAL,1105,919886,909682,1098196,83.76
0.09,BHAKTI ADHIKARI,TAMLUK,6,IND,M,WEST BENGAL,822,919886,909682,1098196,83.76
48.45,NEETISH SENGUPTA,CONTAI,1,AITC,M,WEST BENGAL,395048,823941,815448,990917,83.15
46.96,SUDHIR GIRI,CONTAI,2,CPM,M,WEST BENGAL,382915,823941,815448,990917,83.15
4.18,AJIT KHANRA,CONTAI,3,INC,M,WEST BENGAL,34070,823941,815448,990917,83.15
0.18,SUDARSAN MANNA,CONTAI,4,JD(S),M,WEST BENGAL,1451,823941,815448,990917,83.15
0.13,DR. B. DEV ROY,CONTAI,5,NCP,M,WEST BENGAL,1038,823941,815448,990917,83.15
0.08,MANABENDRA MANDAL,CONTAI,6,IND,M,WEST BENGAL,636,823941,815448,990917,83.15
0.04,TAPAN KUMAR MANDAL,CONTAI,7,IND,M,WEST BENGAL,290,823941,815448,990917,83.15
48.63,INDRAJIT GUPTA,MIDNAPORE,1,CPI,M,WEST BENGAL,414545,862567,852492,1099512,78.45
45.25,MANORANJON DUTTA,MIDNAPORE,2,BJP,M,WEST BENGAL,385772,862567,852492,1099512,78.45
5.51,SAMIR ROY,MIDNAPORE,3,INC,M,WEST BENGAL,47013,862567,852492,1099512,78.45
0.53,AKSHAY KUMAR KHAN,MIDNAPORE,4,IND,M,WEST BENGAL,4512,862567,852492,1099512,78.45
0.08,MRITUNJOY CHAKRABORTY,MIDNAPORE,5,IND,M,WEST BENGAL,650,862567,852492,1099512,78.45
50.82,RUPCHAND MURMU,JHARGRAM (ST),1,CPM,M,WEST BENGAL,402325,803200,791700,991504,81.01
37.09,DAKHIN MURMU,JHARGRAM (ST),2,AITC,M,WEST BENGAL,293644,803200,791700,991504,81.01
10.65,MURMU BISWANATH,JHARGRAM (ST),3,JKP(N),M,WEST BENGAL,84332,803200,791700,991504,81.01
1.21,ALOKE KUMAR MANDI,JHARGRAM (ST),4,JMM,M,WEST BENGAL,9592,803200,791700,991504,81.01
0.23,GOPI NATH MANDI,JHARGRAM (ST),5,BSP,M,WEST BENGAL,1807,803200,791700,991504,81.01
51.55,BIRSINGH MAHATO,PURULIA,1,FBL,M,WEST BENGAL,351143,692271,681196,1008066,68.67
25.88,TAPATI MAHATO,PURULIA,2,BJP,F,WEST BENGAL,176273,692271,681196,1008066,68.67
20.46,NEPAL MAHATA,PURULIA,3,INC,M,WEST BENGAL,139345,692271,681196,1008066,68.67
0.58,RAM CHANDRA MAHATO,PURULIA,4,IND,M,WEST BENGAL,3926,692271,681196,1008066,68.67
0.51,PRANATI BHATTACHARYA,PURULIA,5,IND,F,WEST BENGAL,3469,692271,681196,1008066,68.67
0.4,PRAFULLA KUMAR MAHATO,PURULIA,6,AMB,M,WEST BENGAL,2713,692271,681196,1008066,68.67
0.38,GOMASTA PRASAD SOREN,PURULIA,7,JKP,M,WEST BENGAL,2574,692271,681196,1008066,68.67
0.19,SACHINANDAN SAU,PURULIA,8,NCP,M,WEST BENGAL,1310,692271,681196,1008066,68.67
0.07,SHYAM CHAND BAURI,PURULIA,9,IND,M,WEST BENGAL,443,692271,681196,1008066,68.67
52.73,ACHARIA BASUDEB,BANKURA,1,CPM,M,WEST BENGAL,381720,741303,723929,1041325,71.19
37.95,NATABAR BAGDI,BANKURA,2,IND,M,WEST BENGAL,274722,741303,723929,1041325,71.19
4.91,BULA CHATTERJEE,BANKURA,3,INC,F,WEST BENGAL,35512,741303,723929,1041325,71.19
1.81,JOYDEV PAL,BANKURA,4,IND,M,WEST BENGAL,13069,741303,723929,1041325,71.19
1.03,MAHESH SHAH,BANKURA,5,SHS,M,WEST BENGAL,7444,741303,723929,1041325,71.19
0.65,BALARAM MAHATO,BANKURA,6,IND,M,WEST BENGAL,4697,741303,723929,1041325,71.19
0.63,LAXMI KANTA MAHATA,BANKURA,7,AMB,M,WEST BENGAL,4569,741303,723929,1041325,71.19
0.3,ACHINTYA SAGAR MAHATO,BANKURA,8,IND,M,WEST BENGAL,2196,741303,723929,1041325,71.19
57.89,SANDHYA BAURI,VISHNUPUR (SC),1,CPM,F,WEST BENGAL,483084,846339,834502,1071817,78.96
36.13,ADHIBAS DULEY,VISHNUPUR (SC),2,AITC,M,WEST BENGAL,301514,846339,834502,1071817,78.96
3.5,MALLIKA MANDAL,VISHNUPUR (SC),3,INC,F,WEST BENGAL,29237,846339,834502,1071817,78.96
2.05,SAHA AJIT,VISHNUPUR (SC),4,JKP(N),M,WEST BENGAL,17109,846339,834502,1071817,78.96
0.43,BAHADUR DULEY,VISHNUPUR (SC),5,IND,M,WEST BENGAL,3558,846339,834502,1071817,78.96
53.15,SUNIL KHAN,DURGAPUR (SC),1,CPM,M,WEST BENGAL,461940,885335,869091,1212641,73.01
39.58,ANIL KUMAR SAHA,DURGAPUR (SC),2,BJP,M,WEST BENGAL,343977,885335,869091,1212641,73.01
6.72,HARADHAN MONDAL,DURGAPUR (SC),3,INC,M,WEST BENGAL,58407,885335,869091,1212641,73.01
0.37,TARA PADA MANDAL,DURGAPUR (SC),4,IND,M,WEST BENGAL,3222,885335,869091,1212641,73.01
0.18,RABINDRA NATH SAHA,DURGAPUR (SC),5,IND,M,WEST BENGAL,1545,885335,869091,1212641,73.01
46.27,BIKASH CHOWDHURY,ASANSOL,1,CPM,M,WEST BENGAL,377265,829147,815292,1265480,65.52
41.63,AJIT GHATAK (MOLOY GHATAK),ASANSOL,2,AITC,M,WEST BENGAL,339401,829147,815292,1265480,65.52
10.95,MANIK UPADHYAY,ASANSOL,3,INC,M,WEST BENGAL,89261,829147,815292,1265480,65.52
0.64,MANIK BOURI,ASANSOL,4,BSP,M,WEST BENGAL,5222,829147,815292,1265480,65.52
0.29,JITENDRA MANDAL,ASANSOL,5,AMB,M,WEST BENGAL,2354,829147,815292,1265480,65.52
0.12,PRADIP KUMAR BANERJEE,ASANSOL,6,IND,M,WEST BENGAL,970,829147,815292,1265480,65.52
0.1,DILIP PASWAN,ASANSOL,7,IND,M,WEST BENGAL,819,829147,815292,1265480,65.52
61.56,SAR NIKHILANANDA,BURDWAN,1,CPM,M,WEST BENGAL,598170,984678,971754,1216764,80.93
30.51,ANUP MUKHERJEE,BURDWAN,2,BJP,M,WEST BENGAL,296487,984678,971754,1216764,80.93
6.9,RAJKRISHNA DAWN,BURDWAN,3,INC,M,WEST BENGAL,67096,984678,971754,1216764,80.93
0.96,CHAMARU ORAM,BURDWAN,4,JMM,M,WEST BENGAL,9353,984678,971754,1216764,80.93
0.07,MANAB BANDOPADHYAY,BURDWAN,5,NCP,M,WEST BENGAL,648,984678,971754,1216764,80.93
50.25,MAHBOOB ZAHEDI,KATWA,1,CPM,M,WEST BENGAL,461502,933089,918349,1183616,78.83
38.45,AMAL KUMAR DUTTA,KATWA,2,AITC,M,WEST BENGAL,353140,933089,918349,1183616,78.83
9.93,TUHIN SAMANTA,KATWA,3,INC,M,WEST BENGAL,91204,933089,918349,1183616,78.83
0.89,SALIL DUTTA,KATWA,4,CPI(ML)(L),M,WEST BENGAL,8194,933089,918349,1183616,78.83
0.31,RANU GOLDAR,KATWA,5,BSP,F,WEST BENGAL,2831,933089,918349,1183616,78.83
0.16,AJOY MONDAL,KATWA,6,IND,M,WEST BENGAL,1478,933089,918349,1183616,78.83
59.36,SOMNATH CHATTERJEE,BOLPUR,1,CPM,M,WEST BENGAL,464199,792871,781954,1037427,76.43
35.53,SUNITI CHATTARAJ,BOLPUR,2,AITC,M,WEST BENGAL,277810,792871,781954,1037427,76.43
4.74,DR. SUSIL BANERJEE,BOLPUR,3,INC,M,WEST BENGAL,37093,792871,781954,1037427,76.43
0.36,NAZMA,BOLPUR,4,JP,F,WEST BENGAL,2852,792871,781954,1037427,76.43
51.65,RAM CHANDRA DOME,BIRBHUM (SC),1,CPM,M,WEST BENGAL,373687,734173,723560,1043876,70.33
29.93,DR. MADAN LAL CHOUDHURY,BIRBHUM (SC),2,BJP,M,WEST BENGAL,216531,734173,723560,1043876,70.33
17.46,ASIT KUMAR MAL,BIRBHUM (SC),3,INC,M,WEST BENGAL,126305,734173,723560,1043876,70.33
0.66,BRAJO MOHON DAS,BIRBHUM (SC),4,IND,M,WEST BENGAL,4808,734173,723560,1043876,70.33
0.31,NARAYAN CHANDRA DAS,BIRBHUM (SC),5,JP,M,WEST BENGAL,2229,734173,723560,1043876,70.33
52.74,BISHNU PADA RAY,ANDAMAN & NICOBAR ISLANDS,1,BJP,M,ANDAMAN & NICOBAR ISLANDS,76891,147102,145791,247384,59.46
43.17,MANORANJAN BHAKTA,ANDAMAN & NICOBAR ISLANDS,2,INC,M,ANDAMAN & NICOBAR ISLANDS,62944,147102,145791,247384,59.46
3.3,AGAPIL KUJUR,ANDAMAN & NICOBAR ISLANDS,3,IND,M,ANDAMAN & NICOBAR ISLANDS,4805,147102,145791,247384,59.46
0.7,UMA BHARATHI,ANDAMAN & NICOBAR ISLANDS,4,NCP,F,ANDAMAN & NICOBAR ISLANDS,1015,147102,145791,247384,59.46
0.09,KALI MUTHU DHEVAR K,ANDAMAN & NICOBAR ISLANDS,5,IND,M,ANDAMAN & NICOBAR ISLANDS,136,147102,145791,247384,59.46
47.0,PAWAN KUMAR BANSAL,CHANDIGARH,1,INC,M,CHANDIGARH,132924,282879,282816,585006,48.35
45.07,KRISHAN LAL SHARMA,CHANDIGARH,2,BJP,M,CHANDIGARH,127475,282879,282816,585006,48.35
2.75,MATA RAM DHIMAN,CHANDIGARH,3,BSP,M,CHANDIGARH,7781,282879,282816,585006,48.35
1.72,MANPHOOL SINGH,CHANDIGARH,4,SP,M,CHANDIGARH,4853,282879,282816,585006,48.35
1.15,HARSHARAN SINGH,CHANDIGARH,5,IND,M,CHANDIGARH,3251,282879,282816,585006,48.35
0.76,RAM PAL HANS,CHANDIGARH,6,IND,M,CHANDIGARH,2136,282879,282816,585006,48.35
0.34,GURNAM SINGH SIDHU,CHANDIGARH,7,IND,M,CHANDIGARH,975,282879,282816,585006,48.35
0.19,RAVI PARKASH,CHANDIGARH,8,IND,M,CHANDIGARH,549,282879,282816,585006,48.35
0.19,RAJANDER SHRIVASTAVA,CHANDIGARH,9,IND,M,CHANDIGARH,527,282879,282816,585006,48.35
0.17,DILBAGH SINGH,CHANDIGARH,10,AJBP,M,CHANDIGARH,472,282879,282816,585006,48.35
0.15,S.M.BHATTI,CHANDIGARH,11,IND,M,CHANDIGARH,436,282879,282816,585006,48.35
0.15,PALAC SHRI,CHANDIGARH,12,IND,F,CHANDIGARH,430,282879,282816,585006,48.35
0.15,BIMLA SAPNA,CHANDIGARH,13,BSP(A),F,CHANDIGARH,411,282879,282816,585006,48.35
0.09,KARTAR SINGH HOTHI,CHANDIGARH,14,IND,M,CHANDIGARH,246,282879,282816,585006,48.35
