%,CANDIDATE,CONSTITUENCY,No.,PARTY,SEX,TERRITORY,VOTES,TOTAL VOTES POLLED,TOTAL VALID VOTES,TOTAL ELECTORS,TOTAL POLL PERCENTAGE
0.16,A.H.A.JAMADAR,DHARWAD NORTH,11,IND,M,KARNATAKA,979,635790,606378,952624,66.74
0.16,M.S.BADAKALI,DHARWAD NORTH,12,IND,M,KARNATAKA,956,635790,606378,952624,66.74
0.15,G.S.HEGDE M LKD,DHARWAD NORTH,13,(B),NA,KARNATAKA,885,635790,606378,952624,66.74
0.1,R.D.KAREGOUDAR,DHARWAD NORTH,14,IND,M,KARNATAKA,631,635790,606378,952624,66.74
32.5,SIDNAL SHANMUKAPPA BASSAPPA,BELGAUM,1,INC,M,KARNATAKA,210329,682826,647192,1024662,66.64
28.94,AMAR VASANTRAO PATIL,BELGAUM,2,JD,M,KARNATAKA,187281,682826,647192,1024662,66.64
16.76,PATIL APPAJI PANDURANGA,BELGAUM,3,IND,M,KARNATAKA,108490,682826,647192,1024662,66.64
15.03,PATIL SURESHBABU RAMAGOUD,BELGAUM,4,KRS,M,KARNATAKA,97253,682826,647192,1024662,66.64
4.37,NAVALAGATTI SHIVAPUTRAPPA ADIVEPA M JNP,BELGAUM,5,(JP),NA,KARNATAKA,28278,682826,647192,1024662,66.64
0.71,APPAYYA KHANAGOUDAR,BELGAUM,6,IND,M,KARNATAKA,4603,682826,647192,1024662,66.64
0.45,BASAPPA KAREPPA YADDALAGUDDA,BELGAUM,7,IND,M,KARNATAKA,2884,682826,647192,1024662,66.64
0.42,NAYAK LAXMIBAI DEVINDRA,BELGAUM,8,IND,F,KARNATAKA,2731,682826,647192,1024662,66.64
0.41,RADEKAR YASUDEV GUNDOPANT,BELGAUM,9,IND,M,KARNATAKA,2681,682826,647192,1024662,66.64
0.41,CHRISTINA MARTIN ALMEIDA,BELGAUM,10,IND,F,KARNATAKA,2662,682826,647192,1024662,66.64
46.12,B.SHANKARANAND,CHIKKODI (SC),1,INC,M,KARNATAKA,274975,636543,596195,927517,68.63
35.85,AVINASH DATTA KATTI,CHIKKODI (SC),2,RPK,M,KARNATAKA,213711,636543,596195,927517,68.63
15.04,GAYAKAWAD UMARAO RAMACHANDRA,CHIKKODI (SC),3,KRS,M,KARNATAKA,89646,636543,596195,927517,68.63
1.98,YADAV MANOHAR SADASHIV,CHIKKODI (SC),4,IND,M,KARNATAKA,11819,636543,596195,927517,68.63
0.81,MOGLE VISHWANATH R.,CHIKKODI (SC),5,IND,M,KARNATAKA,4851,636543,596195,927517,68.63
0.2,SHANTA PAVADI HALAGI,CHIKKODI (SC),6,IND,F,KARNATAKA,1193,636543,596195,927517,68.63
48.48,PATIL SUBHASH TAMMANNAPPA,BAGALKOT,1,INC,M,KARNATAKA,306990,663239,633198,956206,69.36
43.39,MALAGHAN SANGAPPA SHIVALINGAPPA,BAGALKOT,2,JD,M,KARNATAKA,274752,663239,633198,956206,69.36
2.82,PATIL VIRUPAKSHAGOUDA SHANKERGOUDA,BAGALKOT,3,KRS,M,KARNATAKA,17854,663239,633198,956206,69.36
1.34,HUDEKAR TOTAPPA MALLAPPA M JNP,BAGALKOT,4,(JP),NA,KARNATAKA,8511,663239,633198,956206,69.36
1.18,RAIZ AHMED JAINUDDIN DANDI,BAGALKOT,5,IND,M,KARNATAKA,7469,663239,633198,956206,69.36
1.1,BHOKARE MUKUND RAMACHANDRA,BAGALKOT,6,IND,M,KARNATAKA,6957,663239,633198,956206,69.36
0.87,TARAFADAR GAIBUSAB MAHAMMAD GOUSE,BAGALKOT,7,IND,M,KARNATAKA,5527,663239,633198,956206,69.36
0.61,BHANDIWADDAR HANAMATAPPA DURGAPPA,BAGALKOT,8,IND,M,KARNATAKA,3881,663239,633198,956206,69.36
0.2,LAMANI DANAPPA RAMACHANDRAPPA,BAGALKOT,9,IND,M,KARNATAKA,1257,663239,633198,956206,69.36
53.29,GUDADINNI BASAGONDAPPA KADAPPA,BIJAPUR,1,INC,M,KARNATAKA,306050,599198,574302,949422,63.11
31.82,SHIVASHANKAREPPA MALLAPPA GURADDI,BIJAPUR,2,JD,M,KARNATAKA,182717,599198,574302,949422,63.11
13.5,KHED NINGAPPA SIDDAPPA M JNP,BIJAPUR,3,(JP),NA,KARNATAKA,77516,599198,574302,949422,63.11
0.43,NAYAK MANOCHAR KESHAV,BIJAPUR,4,IND,M,KARNATAKA,2475,599198,574302,949422,63.11
0.43,S.C.WAGHAMORE,BIJAPUR,5,IND,M,KARNATAKA,2469,599198,574302,949422,63.11
0.35,KORALLI GANGADHAR SHIDRAMAPPA,BIJAPUR,6,IND,M,KARNATAKA,2004,599198,574302,949422,63.11
0.19,APPASAHEB YARANI GIRIMALIAPPA,BIJAPUR,7,IND,M,KARNATAKA,1071,599198,574302,949422,63.11
44.99,M. RAMMANA RAI,KASARAGOD,1,CPM,M,KERALA,358723,802722,797296,1010280,79.46
44.8,I. RAMA RAI,KASARAGOD,2,INC,M,KERALA,357177,802722,797296,1010280,79.46
8.71,C. K. PADMANABHAN,KASARAGOD,3,BJP,M,KERALA,69419,802722,797296,1010280,79.46
0.32,E K ABDULRAHIMAN PADANEKKED,KASARAGOD,4,IND,M,KERALA,2548,802722,797296,1010280,79.46
0.24,AYSHA MALLATH,KASARAGOD,5,IND,F,KERALA,1885,802722,797296,1010280,79.46
0.21,NARAYANPALERIYADEV,KASARAGOD,6,IND,M,KERALA,1685,802722,797296,1010280,79.46
0.2,K. T. PADMANABHAN,KASARAGOD,7,IND,M,KERALA,1630,802722,797296,1010280,79.46
0.15,P. M.ABOOBACKER,KASARAGOD,8,IND,M,KERALA,1220,802722,797296,1010280,79.46
0.11,A PURUSHAN,KASARAGOD,9,IND,M,KERALA,884,802722,797296,1010280,79.46
0.1,T. M. SEBASTIAN,KASARAGOD,10,IND,M,KERALA,787,802722,797296,1010280,79.46
0.1,MOIDEEN KUNHI,KASARAGOD,11,IND,M,KERALA,782,802722,797296,1010280,79.46
0.07,SIMON JOSE,KASARAGOD,12,IND,M,KERALA,556,802722,797296,1010280,79.46
50.3,MULLAPPALLY RAMACHANDRAN,CANNANORE,1,INC,M,KERALA,391042,781281,777420,939750,83.14
44.85,P.SASI,CANNANORE,2,CPM,M,KERALA,348638,781281,777420,939750,83.14
4.02,PALLIYARA RAMAN,CANNANORE,3,BJP,M,KERALA,31266,781281,777420,939750,83.14
0.23,V. V. GOPAINATH M JNP,CANNANORE,4,(JP),NA,KERALA,1779,781281,777420,939750,83.14
0.2,"N, JAYAPRAKASH",CANNANORE,5,IND,M,KERALA,1586,781281,777420,939750,83.14
0.12,M. V. KRISHNAN NAIR,CANNANORE,6,IND,M,KERALA,942,781281,777420,939750,83.14
0.11,P. PRASANNAN,CANNANORE,7,IND,M,KERALA,834,781281,777420,939750,83.14
0.1,THELAKKATT MANAYIL DEVAKI ANNA THIRUMUMBU,CANNANORE,8,IND,F,KERALA,769,781281,777420,939750,83.14
0.07,T. K. NARAYANAN,CANNANORE,9,IND,M,KERALA,564,781281,777420,939750,83.14
46.76,K. P. UNNIKRISHNAN,BADAGARA,1,ICS(SCS),M,KERALA,370434,795853,792162,984309,80.85
45.73,A. SUJANAPAL,BADAGARA,2,INC,M,KERALA,362225,795853,792162,984309,80.85
5.75,P. K. KRISHNADAS,BADAGARA,3,BJP,M,KERALA,45558,795853,792162,984309,80.85
0.78,KALANDAN HAJI T. K.,BADAGARA,4,IND,M,KERALA,6198,795853,792162,984309,80.85
0.41,N. HARIHARAN M JNP,BADAGARA,5,(JP),NA,KERALA,3213,795853,792162,984309,80.85
0.13,K. C. MADHAVA KURUP,BADAGARA,6,IND,M,KERALA,1010,795853,792162,984309,80.85
0.12,T. V. UNNI KRISHNAN,BADAGARA,7,IND,M,KERALA,933,795853,792162,984309,80.85
0.11,GOPINATH MADAPPALLY,BADAGARA,8,IND,M,KERALA,858,795853,792162,984309,80.85
0.09,A. P. GANGADHARAN,BADAGARA,9,IND,M,KERALA,722,795853,792162,984309,80.85
0.09,SREEDHARAN PARAMMAL,BADAGARA,10,IND,M,KERALA,722,795853,792162,984309,80.85
0.04,T. K. RAMMOHAN,BADAGARA,11,IND,M,KERALA,289,795853,792162,984309,80.85
48.18,K. MURALEEDHARAN,CALICUT,1,INC,M,KERALA,377858,788439,784327,958405,82.27
44.48,E. K. IMBICHIBAVA,CALICUT,2,CPM,M,KERALA,348901,788439,784327,958405,82.27
6.34,P. S. SREEDHARAN PILLAI,CALICUT,3,BJP,M,KERALA,49696,788439,784327,958405,82.27
0.29,V. M. MOHANDAS M JNP,CALICUT,4,(JP),NA,KERALA,2242,788439,784327,958405,82.27
0.18,KAMMAKAKKATH ALIKOYA,CALICUT,5,IND,M,KERALA,1386,788439,784327,958405,82.27
0.13,M. K. SASIDHARAN,CALICUT,6,IND,M,KERALA,989,788439,784327,958405,82.27
0.12,JOSEPH JOSEPH,CALICUT,7,IND,M,KERALA,930,788439,784327,958405,82.27
0.11,FOREIGN CHACKO,CALICUT,8,IND,M,KERALA,896,788439,784327,958405,82.27
0.09,M. P. SHANTIVARMA JAIN,CALICUT,9,IND,M,KERALA,729,788439,784327,958405,82.27
0.09,K. C. MADHAVA KURUP,CALICUT,10,IND,M,KERALA,700,788439,784327,958405,82.27
49.84,EBRAHIM SULAIMAN SAIT,MANJERI,1,MUL,M,KERALA,401975,811009,806458,1017274,79.72
41.13,K. V. SALAHUDDIN,MANJERI,2,IND,M,KERALA,331693,811009,806458,1017274,79.72
6.52,AHALYA SANKAR,MANJERI,3,BJP,F,KERALA,52557,811009,806458,1017274,79.72
1.9,P. K. JANARDHANAN,MANJERI,4,IND,M,KERALA,15345,811009,806458,1017274,79.72
0.12,ALI SAHIB SHOUKATHJI,MANJERI,5,BSP,M,KERALA,976,811009,806458,1017274,79.72
0.08,KERALA VARMA,MANJERI,6,IND,M,KERALA,623,811009,806458,1017274,79.72
0.07,VALAPPAN JABAR (MOHAMED),MANJERI,7,IND,M,KERALA,529,811009,806458,1017274,79.72
0.06,ANAPATTATH A. P. MOIDEENKUTTY,MANJERI,8,IND,M,KERALA,489,811009,806458,1017274,79.72
0.06,S. VENKITARAMANAN EMBRANTHIRY,MANJERI,9,IND,M,KERALA,459,811009,806458,1017274,79.72
0.05,KALIPARAMBIL RAMA CHANDRAN,MANJERI,10,IND,M,KERALA,391,811009,806458,1017274,79.72
0.04,M. MUKUNDAN,MANJERI,11,IND,M,KERALA,296,811009,806458,1017274,79.72
0.04,MATTARA KUNHUMOHAMED ALIAS MANU,MANJERI,12,IND,M,KERALA,292,811009,806458,1017274,79.72
0.03,SUBRAMONIAM,MANJERI,13,IND,M,KERALA,251,811009,806458,1017274,79.72
0.03,SAIFUDDIN M JNP,MANJERI,14,(JP),NA,KERALA,244,811009,806458,1017274,79.72
0.02,KADAKKOTTIL BALAKRISHNA NAIR,MANJERI,15,IND,M,KERALA,180,811009,806458,1017274,79.72
0.02,KOTTAKUNNAN MOHAMED HAJI,MANJERI,16,IND,M,KERALA,158,811009,806458,1017274,79.72
53.69,G. M. BANAT WALIA,PONNANI,1,MUL,M,KERALA,378347,710929,704624,991943,71.67
38.44,M. RAHMATHULIA,PONNANI,2,CPI,M,KERALA,270828,710929,704624,991943,71.67
6.94,JANACHANDRAN MASTER,PONNANI,3,BJP,M,KERALA,48892,710929,704624,991943,71.67
0.37,THUPPATH MOHAMEDUNNI M JNP,PONNANI,4,(JP),NA,KERALA,2622,710929,704624,991943,71.67
0.25,VALLIKKATTIL HYDERKUTTY,PONNANI,5,IND,M,KERALA,1746,710929,704624,991943,71.67
0.17,VELAYUDHAN NAIR S.,PONNANI,6,IND,M,KERALA,1171,710929,704624,991943,71.67
0.14,BHASKARAN THEKKEPURAKKAL,PONNANI,7,IND,M,KERALA,1018,710929,704624,991943,71.67
47.42,A. VIJAYARAGHAVAN,PALGHAT,1,CPM,M,KERALA,348401,741859,734778,957847,77.45
47.24,V. S. VIJAYARAGHAVAN,PALGHAT,2,INC,M,KERALA,347115,741859,734778,957847,77.45
3.7,T. CHANDRASEKHARAN,PALGHAT,3,BJP,M,KERALA,27220,741859,734778,957847,77.45
0.3,N. KRISHNAKUMAR,PALGHAT,4,IND,M,KERALA,2182,741859,734778,957847,77.45
0.26,KASSIM MOHAMMEDKUTTY,PALGHAT,5,IND,M,KERALA,1894,741859,734778,957847,77.45
0.2,T. P. JOYA,PALGHAT,6,IND,M,KERALA,1485,741859,734778,957847,77.45
0.19,EDAKAZHIYUR VELAYUDHAN M JNP,PALGHAT,7,(JP),NA,KERALA,1423,741859,734778,957847,77.45
0.15,ALATHI ISHAQ,PALGHAT,8,IND,M,KERALA,1080,741859,734778,957847,77.45
0.1,P. P. MENON,PALGHAT,9,IND,M,KERALA,749,741859,734778,957847,77.45
0.09,S. ABDULKAREEN,PALGHAT,10,IND,M,KERALA,632,741859,734778,957847,77.45
0.08,KAVASSERY SANKARAN,PALGHAT,11,IND,M,KERALA,579,741859,734778,957847,77.45
0.07,P. V. ARUMUGHAN,PALGHAT,12,IND,M,KERALA,546,741859,734778,957847,77.45
0.07,NANCHAN,PALGHAT,13,IND,M,KERALA,535,741859,734778,957847,77.45
0.07,V. L. DORA,PALGHAT,14,IND,M,KERALA,478,741859,734778,957847,77.45
0.06,T. K. PRABHAKARAN,PALGHAT,15,IND,M,KERALA,459,741859,734778,957847,77.45
48.97,K. R. NARAYANAN,OTTAPALAM (SC),1,INC,M,KERALA,350683,722920,716077,946025,76.42
45.32,LENIN RAJENDRAN,OTTAPALAM (SC),2,CPM,M,KERALA,324496,722920,716077,946025,76.42
4.59,LAKSHMANAN,OTTAPALAM (SC),3,BJP,M,KERALA,32892,722920,716077,946025,76.42
0.38,M. NARAYANAN M JNP,OTTAPALAM (SC),4,(JP),NA,KERALA,2752,722920,716077,946025,76.42
0.36,PREMAKUMARAN K. V. RAMAN,OTTAPALAM (SC),5,IND,M,KERALA,2544,722920,716077,946025,76.42
0.16,MAANI,OTTAPALAM (SC),6,IND,M,KERALA,1121,722920,716077,946025,76.42
0.13,C. P. APPUNNI,OTTAPALAM (SC),7,BSP,M,KERALA,923,722920,716077,946025,76.42
0.09,ASOKAN CHUNGATH,OTTAPALAM (SC),8,IND,M,KERALA,666,722920,716077,946025,76.42
47.36,P. A. ANTONY,TRICHUR,1,INC,M,KERALA,338271,719432,714262,912039,78.88
46.49,MEENAKSHY THAMPAN,TRICHUR,2,CPI,F,KERALA,332036,719432,714262,912039,78.88
5.35,K. V. SREEDHARAN MASTER,TRICHUR,3,BJP,M,KERALA,38205,719432,714262,912039,78.88
0.16,WILSON,TRICHUR,4,IND,M,KERALA,1120,719432,714262,912039,78.88
0.15,JACOB PUVATHIGAL,TRICHUR,5,IND,M,KERALA,1064,719432,714262,912039,78.88
0.14,KARUTHI JOSEPH,TRICHUR,6,IND,M,KERALA,992,719432,714262,912039,78.88
0.11,VARGHESE CHITTALAPULLY,TRICHUR,7,IND,M,KERALA,751,719432,714262,912039,78.88
0.1,O. B. MOHAMMEDALI,TRICHUR,8,IND,M,KERALA,684,719432,714262,912039,78.88
0.08,O. LAKSHMYKUTTY,TRICHUR,9,IND,F,KERALA,590,719432,714262,912039,78.88
0.08,CHINNAKKAL KARUTHA MOHAMMED,TRICHUR,10,IND,M,KERALA,549,719432,714262,912039,78.88
48.77,SAVITHRI LAKSHMANAN,MUKUNDAPURAM,1,INC,F,KERALA,367931,759285,754460,921201,82.42
46.28,C. O. POULOSE MASTER,MUKUNDAPURAM,2,CPM,M,KERALA,349177,759285,754460,921201,82.42
3.81,K. K. GANGADHARAN MASTER,MUKUNDAPURAM,3,BJP,M,KERALA,28781,759285,754460,921201,82.42
0.34,DHARMAPALAN NAIR S. M JNP,MUKUNDAPURAM,4,(JP),NA,KERALA,2530,759285,754460,921201,82.42
0.22,BABY POULOSE M.,MUKUNDAPURAM,5,IND,M,KERALA,1627,759285,754460,921201,82.42
0.17,M. R. SATHIADEVAN,MUKUNDAPURAM,6,IND,M,KERALA,1304,759285,754460,921201,82.42
0.16,K. K. RAJAN,MUKUNDAPURAM,7,IND,M,KERALA,1171,759285,754460,921201,82.42
0.07,P. K. ASHOKAN,MUKUNDAPURAM,8,IND,M,KERALA,537,759285,754460,921201,82.42
0.07,N. SUBRAMANIAN,MUKUNDAPURAM,9,IND,M,KERALA,511,759285,754460,921201,82.42
0.07,THOPPIL RAJAPPAN,MUKUNDAPURAM,10,IND,M,KERALA,492,759285,754460,921201,82.42
0.05,M. N. RAMAKRISHNAN PARATHODU,MUKUNDAPURAM,11,IND,M,KERALA,399,759285,754460,921201,82.42
49.88,K. V. THOMAS,ERNAKULAM,1,INC,M,KERALA,385176,776614,772264,961739,80.75
45.15,P. SUBRAMNOIAN POTI,ERNAKULAM,2,IND,M,KERALA,348711,776614,772264,961739,80.75
3.78,A. N. RADHAKRISHNAN,ERNAKULAM,3,BJP,M,KERALA,29162,776614,772264,961739,80.75
0.26,JOHN JOSEPH,ERNAKULAM,4,IND,M,KERALA,2029,776614,772264,961739,80.75
0.14,KALOOR JOSEPH,ERNAKULAM,5,IND,M,KERALA,1108,776614,772264,961739,80.75
0.14,N. V. MATHEW M JNP,ERNAKULAM,6,(JP),NA,KERALA,1095,776614,772264,961739,80.75
0.14,M. VELAYUDHAN,ERNAKULAM,7,IND,M,KERALA,1066,776614,772264,961739,80.75
0.11,K. O. JOHNY,ERNAKULAM,8,IND,M,KERALA,856,776614,772264,961739,80.75
0.1,KALLARA SUKUMARAN,ERNAKULAM,9,IND,M,KERALA,748,776614,772264,961739,80.75
0.1,V. R. MENON,ERNAKULAM,10,IND,M,KERALA,739,776614,772264,961739,80.75
0.08,K. V. SURESH,ERNAKULAM,11,IND,M,KERALA,595,776614,772264,961739,80.75
0.07,PREMAKUMAR KRISHNAN,ERNAKULAM,12,IND,M,KERALA,558,776614,772264,961739,80.75
0.05,C. R. BALAKRISHNAN,ERNAKULAM,13,BSP,M,KERALA,421,776614,772264,961739,80.75
48.27,P. C. THOMAS,MUVATTUPUZHA,1,KCM,M,KERALA,352191,732761,729594,895057,81.87
38.84,C. POULOSE,MUVATTUPUZHA,2,IND,M,KERALA,283380,732761,729594,895057,81.87
9.43,P. J. JOSEPH,MUVATTUPUZHA,3,KEC,M,KERALA,68811,732761,729594,895057,81.87
2.38,P. J. THOMAS,MUVATTUPUZHA,4,BJP,M,KERALA,17386,732761,729594,895057,81.87
0.48,THEVAN SASTHAVU,MUVATTUPUZHA,5,IND,M,KERALA,3531,732761,729594,895057,81.87
0.21,P. J. JOSEPH,MUVATTUPUZHA,6,IND,M,KERALA,1496,732761,729594,895057,81.87
0.13,PETER OUSEPH,MUVATTUPUZHA,7,IND,M,KERALA,952,732761,729594,895057,81.87
0.06,JAMES JOSEPH,MUVATTUPUZHA,8,IND,M,KERALA,411,732761,729594,895057,81.87
0.05,UNNIKRISHNAN VELAYUDHAN NAIR,MUVATTUPUZHA,9,IND,M,KERALA,371,732761,729594,895057,81.87
0.05,NICEMON MATHEW,MUVATTUPUZHA,10,IND,M,KERALA,330,732761,729594,895057,81.87
0.03,MATHEW MATHAI,MUVATTUPUZHA,11,IND,M,KERALA,217,732761,729594,895057,81.87
0.03,R. GOPALAKRISHNAN NAIR,MUVATTUPUZHA,12,IND,M,KERALA,214,732761,729594,895057,81.87
0.02,P. T. THOMAS,MUVATTUPUZHA,13,DKP,M,KERALA,170,732761,729594,895057,81.87
0.02,K. A. VARKEY,MUVATTUPUZHA,14,IND,M,KERALA,134,732761,729594,895057,81.87
51.35,RAMESH CHENNITHALA,KOTTAYAM,1,INC,M,KERALA,384809,752839,749386,890166,84.57
44.21,SURESH KURUP,KOTTAYAM,2,CPM,M,KERALA,331276,752839,749386,890166,84.57
2.46,ETTUMANOOR RADHAKRISHNAN,KOTTAYAM,3,BJP,M,KERALA,18449,752839,749386,890166,84.57
1.08,PAUL CHIRAKKARODU,KOTTAYAM,4,BSP,M,KERALA,8089,752839,749386,890166,84.57
0.38,K. C. ABRAHAM M JNP,KOTTAYAM,5,(JP),NA,KERALA,2866,752839,749386,890166,84.57
0.18,JOSEPH CHERIAN,KOTTAYAM,6,DKP,M,KERALA,1329,752839,749386,890166,84.57
0.1,VAIKOM KARTHIKEYAN NAIR,KOTTAYAM,7,IND,M,KERALA,743,752839,749386,890166,84.57
0.09,ALEXANDER SCARIA,KOTTAYAM,8,IND,M,KERALA,679,752839,749386,890166,84.57
0.08,P. O. PETER,KOTTAYAM,9,IND,M,KERALA,632,752839,749386,890166,84.57
0.07,RAHIM,KOTTAYAM,10,IND,M,KERALA,514,752839,749386,890166,84.57
53.62,PALAI K. M. MATHEW,IDUKKI,1,INC,M,KERALA,398516,746958,743191,972940,76.77
41.31,M. C. JOSEPHINE,IDUKKI,2,CPM,F,KERALA,307037,746958,743191,972940,76.77
3.41,M. N. JAYACHANDRAN,IDUKKI,3,BJP,M,KERALA,25354,746958,743191,972940,76.77
0.39,T. M. JOSEPH,IDUKKI,4,BSP,M,KERALA,2862,746958,743191,972940,76.77
0.24,JACOB THOMAS M JNP,IDUKKI,5,(JP),NA,KERALA,1756,746958,743191,972940,76.77
0.21,JOSEPH VARGHESE,IDUKKI,6,DKP,M,KERALA,1560,746958,743191,972940,76.77
0.2,NADAKUZHIYIL JANARDHANAN NAIR,IDUKKI,7,IND,M,KERALA,1473,746958,743191,972940,76.77
0.17,RAMASWAMY GOVINDADAN,IDUKKI,8,IND,M,KERALA,1288,746958,743191,972940,76.77
0.16,GOPALAN MUTHUSWAMY,IDUKKI,9,IND,M,KERALA,1162,746958,743191,972940,76.77
0.09,SAMUEL CHANDY,IDUKKI,10,IND,M,KERALA,680,746958,743191,972940,76.77
0.06,SHAHUL HAMEED,IDUKKI,11,IND,M,KERALA,416,746958,743191,972940,76.77
0.05,IDICULA,IDUKKI,12,IND,M,KERALA,338,746958,743191,972940,76.77
0.04,BALAN PILLAI KIZHAKKANATTU,IDUKKI,13,IND,M,KERALA,320,746958,743191,972940,76.77
0.03,JOSEPH XAVIER,IDUKKI,14,IND,M,KERALA,219,746958,743191,972940,76.77
0.03,V. PANDIA RAJAN,IDUKKI,15,IND,M,KERALA,210,746958,743191,972940,76.77
50.31,VAKKOM PURUSHOTHAM,ALLEPPEY,1,INC,M,KERALA,375763,750995,746839,884874,84.87
46.95,K. V. DEVADAS,ALLEPPEY,2,CPM,M,KERALA,350640,750995,746839,884874,84.87
2.03,K. D. RAMAKRISHNAN,ALLEPPEY,3,BJP,M,KERALA,15127,750995,746839,884874,84.87
0.31,P. J. ANTHONY M JNP,ALLEPPEY,4,(JP),NA,KERALA,2300,750995,746839,884874,84.87
0.29,V. VENUGOPAL,ALLEPPEY,5,SUC,M,KERALA,2151,750995,746839,884874,84.87
0.11,K. KUNJAMPI UDUALAPUZHA,ALLEPPEY,6,IND,M,KERALA,858,750995,746839,884874,84.87
51.15,P. J. KURIEN,MAVELIKARA,1,INC,M,KERALA,334864,657992,654698,840010,78.33
42.41,THAMPAN THOMAS,MAVELIKARA,2,JD,M,KERALA,277682,657992,654698,840010,78.33
4.62,PRATHAPACHANDRA VERMA,MAVELIKARA,3,BJP,M,KERALA,30229,657992,654698,840010,78.33
1.0,SANKARAMANGALAM JAYASHANKAR M JNP,MAVELIKARA,4,(JP),NA,KERALA,6554,657992,654698,840010,78.33
0.3,M. K. RAMESH BABU,MAVELIKARA,5,IND,M,KERALA,1961,657992,654698,840010,78.33
0.26,C. K. JOHN,MAVELIKARA,6,BSP,M,KERALA,1725,657992,654698,840010,78.33
0.11,C. R. KAROLI,MAVELIKARA,7,IND,M,KERALA,743,657992,654698,840010,78.33
0.09,NIRANAM RAJAN,MAVELIKARA,8,IND,M,KERALA,561,657992,654698,840010,78.33
0.03,THANKAN,MAVELIKARA,9,IND,M,KERALA,192,657992,654698,840010,78.33
0.03,MAVELIKARA SUDARSANAN,MAVELIKARA,10,IND,M,KERALA,187,657992,654698,840010,78.33
49.91,KODIKUNNIL SURESH,ADOOR (SC),1,INC,M,KERALA,343672,692830,688614,880093,78.72
46.78,N. RAJAN,ADOOR (SC),2,CPI,M,KERALA,322130,692830,688614,880093,78.72
2.49,E. K. SASIDHARAN,ADOOR (SC),3,BJP,M,KERALA,17123,692830,688614,880093,78.72
0.23,GOPI KUNJACHAN M JNP,ADOOR (SC),4,(JP),NA,KERALA,1570,692830,688614,880093,78.72
0.22,K. J. RAJAN,ADOOR (SC),5,BSP,M,KERALA,1486,692830,688614,880093,78.72
0.15,P. R. RAMAN,ADOOR (SC),6,IND,M,KERALA,1024,692830,688614,880093,78.72
0.14,C. SANJEEV,ADOOR (SC),7,IND,M,KERALA,948,692830,688614,880093,78.72
0.1,T. J. KUNJU,ADOOR (SC),8,IND,M,KERALA,661,692830,688614,880093,78.72
50.18,S. KRISHNAKUMAR,QUILON,1,INC,M,KERALA,386855,775045,770898,951856,81.42
46.62,BAGU DIVAKARAN,QUILON,2,RSP,M,KERALA,359393,775045,770898,951856,81.42
2.1,P. K. S. RAJEEV,QUILON,3,BJP,M,KERALA,16202,775045,770898,951856,81.42
0.29,S. SIRAJUDEEN,QUILON,4,IND,M,KERALA,2267,775045,770898,951856,81.42
0.28,C. K. LUKOSE,QUILON,5,IND,M,KERALA,2159,775045,770898,951856,81.42
0.17,N. VIDHYADHARAN M JNP,QUILON,6,(JP),NA,KERALA,1333,775045,770898,951856,81.42
0.15,DIVAKARAN,QUILON,7,IND,M,KERALA,1137,775045,770898,951856,81.42
0.13,R. KRISHNANKUTTY PILLAI,QUILON,8,IND,M,KERALA,1036,775045,770898,951856,81.42
0.07,JAMES GEORGE,QUILON,9,IND,M,KERALA,516,775045,770898,951856,81.42
48.16,THALEKUNNIL BASHEER,CHIRAYINKIL,1,INC,M,KERALA,349068,730320,724825,984118,74.21
47.45,SUSHEELA GOPALAN,CHIRAYINKIL,2,CPM,F,KERALA,343938,730320,724825,984118,74.21
3.18,V. N. GOPALAKRISHNAN NAIR,CHIRAYINKIL,3,BJP,M,KERALA,23049,730320,724825,984118,74.21
0.48,D. SANJEEV M JNP,CHIRAYINKIL,4,(JP),NA,KERALA,3500,730320,724825,984118,74.21
0.23,K. V. ANANDAN,CHIRAYINKIL,5,IND,M,KERALA,1692,730320,724825,984118,74.21
0.18,C. K. BHARATHAN,CHIRAYINKIL,6,BSP,M,KERALA,1280,730320,724825,984118,74.21
0.11,RADHAKRISHNAN,CHIRAYINKIL,7,IND,M,KERALA,787,730320,724825,984118,74.21
0.11,G. GANGADHARAN PILLAI,CHIRAYINKIL,8,IND,M,KERALA,765,730320,724825,984118,74.21
0.1,KUNJUKRISHNAN ANSARI,CHIRAYINKIL,9,IND,M,KERALA,746,730320,724825,984118,74.21
49.02,A. CHARLES,TRIVANDRUM,1,INC,M,KERALA,367825,757167,750368,1024210,73.93
42.23,O. N. V. KURUP,TRIVANDRUM,2,IND,M,KERALA,316912,757167,750368,1024210,73.93
7.47,P. ASOK KUMAR,TRIVANDRUM,3,BJP,M,KERALA,56046,757167,750368,1024210,73.93
0.36,P. PARAMESWARAN NAIR,TRIVANDRUM,4,IND,M,KERALA,2705,757167,750368,1024210,73.93
0.27,NANTHANCODE SUKUMARAN,TRIVANDRUM,5,IND,M,KERALA,2048,757167,750368,1024210,73.93
0.12,ALEX,TRIVANDRUM,6,IND,M,KERALA,935,757167,750368,1024210,73.93
0.11,M. P. SAHIB,TRIVANDRUM,7,IND,M,KERALA,835,757167,750368,1024210,73.93
0.1,SUBHASHITHAN NADAR M JNP,TRIVANDRUM,8,(JP),NA,KERALA,713,757167,750368,1024210,73.93
0.09,RAMESH KUMAR,TRIVANDRUM,9,IND,M,KERALA,638,757167,750368,1024210,73.93
